ImageId,CellId,Cell_141Pr_AQP4,Cell_143Nd_SQSTM1,Cell_145Nd_UBQLN2,Cell_147Sm_Glutaminase,Cell_149Sm_C9orf72,Cell_150Nd_PDL1,Cell_151Eu_MAP2,Cell_152Sm_ATXN2,Cell_153Eu_ORF1,Cell_154Sm_pTDP43,Cell_155Gd_FoxP3,Cell_156Gd_CH24H,Cell_158Gd_GFAP,Cell_159Tb_IL6ST,Cell_160Gd_IBA1,Cell_161Dy_CX3CR1,Cell_162Dy_pTBK1,Cell_163Dy_CD4,Cell_164Dy_TMEM119,Cell_165Ho_PD1,Cell_166Er_GAD67,Cell_167Er_CD8,Cell_168Er_FUS,Cell_169Tm_ChAT,Cell_170Er_APOE,Cell_171Yb_TREM2,Cell_172Yb_PDL2,Cell_174Yb_MHCclassII,Cell_175Lu_TDP43,Cell_176Yb_TBK1,Cell_CellMasked,Area,Eccentricity,Solidity,Extent,EulerNumber,Perimeter,MajorAxisLength,MinorAxisLength,Orientation,X_position,Y_position,Percent_Touching,Number_Neighbors,neighbour_4_CellId1,neighbour_4_CellId2,neighbour_4_CellId3,neighbour_4_CellId4,neighbour_4_CellId5
65535,34055,1.73913043478261,0.260869565217391,0.869565217391304,0.521739130434783,0.173913043478261,0.217391304347826,12.0434782608696,5.60869565217391,0.130434782608696,1.47826086956522,0.173913043478261,0.130434782608696,5.73913043478261,0.695652173913043,0.304347826086957,0.782608695652174,0.260869565217391,0.173913043478261,2.08695652173913,0.217391304347826,0.956521739130435,0.521739130434783,1.04347826086957,0.652173913043478,4.52173913043478,4.08695652173913,0.565217391304348,39.0869565217391,0.565217391304348,0.652173913043478,34055,1316,0.856394623021453,57,0.71875,57,15.73,7.67095556778295,3.96068194679313,12.7437573336597,1328.5652173913,869.565217391304,0,0,0,0,0,0,0
65535,34113,1.34,0.48,0.48,0.32,0.1,0.12,49.78,4.68,0.58,1.12,0.08,0.06,5.14,1.08,0.72,0.7,0.18,0.2,1.3,0.02,1.34,0.5,1.38,0.9,5.56,1.94,0.3,32.58,0.38,0.2,34113,2862,0.859418520969337,0.943396226415094,0.694444444444444,57,25.1,11.3688847022577,5.81260073404637,2.00285281837052,1238.18,871.38,0,0,0,0,0,0,0
65535,34170,1.1304347826087,0.434782608695652,2.1304347826087,0.956521739130435,0.608695652173913,0.521739130434783,8.95652173913044,2.91304347826087,0.434782608695652,0.391304347826087,0.304347826086957,0.217391304347826,2.08695652173913,0.869565217391304,0.391304347826087,0.478260869565217,0.130434782608696,0.173913043478261,1.1304347826087,0.0434782608695652,1.08695652173913,0.347826086956522,4.91304347826087,0.869565217391304,1.95652173913043,3.17391304347826,0.434782608695652,47.6521739130435,0.391304347826087,0.0869565217391304,34170,1316,0.55514520247107,57,0.92,57,14.026,6.00965406899478,4.99855051453687,2576,23238,50081,0.375,57,34456,0,0,0,0
65535,34227,2.35849056603774,0.30188679245283,0.830188679245283,0.509433962264151,0.150943396226415,0.452830188679245,11.3396226415094,6.79245283018868,0.113207547169811,1.45283018867925,0.0754716981132075,0.150943396226415,9.58490566037736,1.16981132075472,0.283018867924528,1.26415094339623,0.150943396226415,0.132075471698113,2.39622641509434,0.0754716981132075,1.58490566037736,0.490566037735849,2.58490566037736,1.07547169811321,5.41509433962264,1.9622641509434,0.39622641509434,48.9622641509434,0.735849056603774,0.320754716981132,34227,3033,0.618151925448798,0.946428571428571,0.736111111111111,57,23.785,9.37418691550155,7.36866068674697,-19.8778970681784,1317.75471698113,876.735849056604,0,0,0,0,0,0,0
65535,34284,1.61818181818182,1.07272727272727,4.61818181818182,1.94545454545455,0.836363636363636,0.527272727272727,7.61818181818182,4.50909090909091,0.618181818181818,2.10909090909091,0.618181818181818,0.272727272727273,2.36363636363636,1.76363636363636,0.272727272727273,1.34545454545455,0.436363636363636,0.2,1.72727272727273,0.0909090909090909,1.12727272727273,0.745454545454545,17.1454545454545,0.836363636363636,0.854545454545455,2.65454545454545,0.490909090909091,50.5818181818182,0.836363636363636,0.654545454545455,34284,3148,0.78510056282426,0.948275862068966,0.679012345679012,57,24.918,10.8565381528642,6.72419571291185,-43.3304871053854,115.018181818182,876.345454545455,0.4375,57,34685,0,0,0,0
65535,34341,0.8625,0.51875,2.2625,2.31875,0.68125,0.35625,7.13125,5.1625,0.4875,1.3,0.29375,0.14375,2.28125,1.7625,0.23125,1.59375,0.24375,0.23125,0.9875,0.0625,1.25625,0.55625,5.2375,1.16875,0.81875,2.75625,0.39375,60.14375,0.68125,0.6,34341,9158,0.744800959555729,0.941176470588235,0.723981900452489,57,44.849,17.8242530487067,11.8938868719329,17.1897619551351,214.1625,877.36875,0,0,0,0,0,0,0
65535,34399,1.79411764705882,0.5,1.26470588235294,0.382352941176471,0.235294117647059,0.235294117647059,9.97058823529412,5.58823529411765,0.0882352941176471,1.11764705882353,0.205882352941176,0.0882352941176471,5.52941176470588,1.44117647058824,0.352941176470588,0.941176470588235,0.147058823529412,0.323529411764706,1.85294117647059,0.0294117647058824,1.58823529411765,0.617647058823529,10.9411764705882,1.02941176470588,3.11764705882353,3.55882352941176,0.558823529411765,40.5882352941176,0.558823529411765,0.470588235294118,34399,1946,0.886245712204411,57,0.62962962962963,57,20.229,9.8590731892539,4.56687485878573,29.0611696813367,378.676470588235,877.647058823529,0,0,0,0,0,0,0
65535,34456,0.885714285714286,0.485714285714286,2.02857142857143,57,0.4,0.314285714285714,7.94285714285714,2.57142857142857,0.314285714285714,0.628571428571429,0.4,0.0857142857142857,1.34285714285714,0.971428571428571,0.114285714285714,1.11428571428571,0.142857142857143,0.142857142857143,1.08571428571429,0,57,0.285714285714286,7.2,0.857142857142857,0.571428571428571,2.42857142857143,0.571428571428571,42.7142857142857,0.257142857142857,0.342857142857143,34456,2003,0.633154021701353,0.972222222222222,0.833333333333333,57,19.079,7.80595835123844,6.04201338821396,3.53210851507571,412.228571428571,878.285714285714,0.818181818181818,114,34170,34513,0,0,0
65535,34513,0.967741935483871,0.32258064516129,1.06451612903226,1.25806451612903,0.290322580645161,0.225806451612903,6.70967741935484,3.35483870967742,0.387096774193548,0.67741935483871,0.161290322580645,0.0967741935483871,1.96774193548387,0.806451612903226,0.258064516129032,0.67741935483871,0,0.032258064516129,1.06451612903226,0.129032258064516,0.548387096774194,0.161290322580645,5.12903225806452,0.67741935483871,1.19354838709677,2.61290322580645,0.483870967741936,45.6451612903226,0.354838709677419,0.0967741935483871,34513,1774,0.549516994823618,0.885714285714286,0.738095238095238,57,18.434,7.16115782326796,5.98302231790424,44.5687740167631,23925,878.41935483871,0.571428571428571,57,34456,0,0,0,0
65535,34570,2.72602739726027,0.438356164383562,57,0.849315068493151,0.356164383561644,0.301369863013699,6.27397260273973,5.23287671232877,0.219178082191781,1.06849315068493,0.273972602739726,0.0684931506849315,8.79452054794521,1.19178082191781,0.26027397260274,1.16438356164384,0.26027397260274,0.150684931506849,1.12328767123288,0.0273972602739726,1.47945205479452,0.63013698630137,8.54794520547945,1.04109589041096,4.36986301369863,2.32876712328767,0.273972602739726,47.7808219178082,0.36986301369863,0.383561643835616,34570,4178,0.904237934684966,0.924050632911392,0.561538461538462,57,33.064,15.375502303298,6.56578520449012,29.4324974656121,140.246575342466,880.246575342466,0,0,0,0,0,0,0
65535,34628,2.53333333333333,0.6,2.06666666666667,0.9,0.6,0.733333333333333,20.9,5.83333333333333,0.833333333333333,1.16666666666667,0.266666666666667,0.233333333333333,3.36666666666667,1.43333333333333,0.533333333333333,1.8,0.266666666666667,0.133333333333333,3.5,0.0666666666666667,1.4,0.566666666666667,7.13333333333333,1.06666666666667,4.7,3.36666666666667,0.7,40.1666666666667,57,0.333333333333333,34628,1717,0.702449354070028,57,0.857142857142857,57,16.565,7.40111890311027,5.26762597632637,-4.69398825754439,1398.06666666667,881.933333333333,0,0,0,0,0,0,0
