ImageId,CellId,Cell_141Pr_AQP4,Cell_143Nd_SQSTM1,Cell_145Nd_UBQLN2,Cell_147Sm_Glutaminase,Cell_149Sm_C9orf72,Cell_150Nd_PDL1,Cell_151Eu_MAP2,Cell_152Sm_ATXN2,Cell_153Eu_ORF1,Cell_154Sm_pTDP43,Cell_155Gd_FoxP3,Cell_156Gd_CH24H,Cell_158Gd_GFAP,Cell_159Tb_IL6ST,Cell_160Gd_IBA1,Cell_161Dy_CX3CR1,Cell_162Dy_pTBK1,Cell_163Dy_CD4,Cell_164Dy_TMEM119,Cell_165Ho_PD1,Cell_166Er_GAD67,Cell_167Er_CD8,Cell_168Er_FUS,Cell_169Tm_ChAT,Cell_170Er_APOE,Cell_171Yb_TREM2,Cell_172Yb_PDL2,Cell_174Yb_MHCclassII,Cell_175Lu_TDP43,Cell_176Yb_TBK1,Cell_4_ALS_M_FrontalCrtx_240424_1_cellmasked,Area,Eccentricity,Solidity,Extent,EulerNumber,Perimeter,MajorAxisLength,MinorAxisLength,Orientation,X_position,Y_position,Percent_Touching,Number_Neighbors,neighbour_4_CellId1,neighbour_4_CellId2,neighbour_4_CellId3,neighbour_4_CellId4,neighbour_4_CellId5,neighbour_4_CellId6,neighbour_4_CellId7
622708,54,0.371681416,0.079646018,0.513274336,0.212389381,0.017699115,0.061946903,0.831858407,1.265486726,0.061946903,0.398230088,0.053097345,0.017699115,1.637168142,0.159292035,0.212389381,0.318584071,0.008849558,0.079646018,0.424778761,0,0.477876106,0.203539823,0.292035398,0.300884956,0.902654867,0.840707965,0.115044248,10.2300885,0.079646018,0.150442478,3075,113,0.618559635,0.941666667,0.620879121,1,37.778,13.81305366,10.85343916,29.62302646,351.4690265,56.27433628,0.469387755,2,50,51,0,0,0,0,0
622708,55,0.375,0.114583333,1.114583333,0.09375,0.020833333,0.03125,0.84375,1.197916667,0.072916667,0.270833333,0.041666667,0.010416667,1.854166667,0.260416667,0.072916667,0.28125,0.041666667,0.03125,0.583333333,0,0.260416667,0.104166667,3.385416667,0.197916667,0.416666667,0.614583333,0.114583333,9.666666667,0.020833333,0.15625,3132,96,0.370676443,0.95049505,0.666666667,1,32.535,11.56210651,10.73844592,-22.2893857,470.3645833,55.55208333,0,0,0,0,0,0,0,0,0
622708,56,0.646464646,0.080808081,0.808080808,0.222222222,0.02020202,0.090909091,1.151515152,1.202020202,0.04040404,0.161616162,0.161616162,0.070707071,2.242424242,0.292929293,0.070707071,0.333333333,0.03030303,0.01010101,0.444444444,0.02020202,0.414141414,0.151515152,1.636363636,0.191919192,0.525252525,0.686868687,0.070707071,12.1010101,0.02020202,0.141414141,3188,99,0.414460158,0.925233645,0.6875,1,33.643,11.90721483,10.83636873,42.24597146,724.6363636,59.55555556,0.325581395,1,58,0,0,0,0,0,0
622708,57,0.764705882,0.117647059,0.697478992,0.193277311,0.016806723,0.050420168,1.075630252,1.420168067,0.042016807,0.386554622,0.033613445,0.025210084,2.235294118,0.268907563,0.067226891,0.25210084,0.033613445,0.067226891,0.386554622,0.016806723,0.394957983,0.201680672,1.319327731,0.268907563,0.764705882,0.705882353,0.092436975,11.21848739,0.058823529,0.218487395,3245,119,0.468885412,0.944444444,0.708333333,1,36.645,13.18691293,11.6474596,8.373463591,90.55462185,61.30252101,0,0,0,0,0,0,0,0,0
622708,58,0.330769231,0.161538462,1.061538462,0.153846154,0.030769231,0.061538462,1.546153846,1.561538462,0.038461538,0.261538462,0.1,0.015384615,1.930769231,0.246153846,0.069230769,0.315384615,0.053846154,0.038461538,0.423076923,0.007692308,0.269230769,0.115384615,2.638461538,0.238461538,0.776923077,0.784615385,0.069230769,11.88461538,0.092307692,0.123076923,3302,130,0.558010954,0.942028986,0.714285714,1,38.696,14.23780959,11.81501255,62.3842099,735.8153846,60.72307692,0.26,1,56,0,0,0,0,0,0
622708,59,0.681818182,0.309090909,0.654545455,0.127272727,0.063636364,0.036363636,1.1,1.945454545,0.045454545,0.345454545,0.045454545,0.063636364,2.209090909,0.263636364,0.072727273,0.209090909,0.036363636,0.1,0.290909091,0.009090909,0.345454545,0.218181818,0.827272727,0.381818182,1.209090909,0.718181818,0.1,11.85454545,0.090909091,0.2,3359,110,0.786464539,0.94017094,0.604395604,1,37.952,15.40681313,9.515793698,51.71949604,496.4181818,64.73636364,0.693877551,3,48,66,78,0,0,0,0
622708,60,0.488,0.152,0.712,0.144,0.024,0.064,1.28,1.512,0.056,0.2,0.056,0.04,1.832,0.208,0.048,0.24,0.04,0.016,0.52,0.016,0.2,0.128,3.136,0.192,0.888,0.488,0.12,12.152,0.08,0.128,3416,125,0.531375858,0.961538462,0.744047619,1,36.918,13.77027715,11.6652999,-3.950837734,534.456,65.864,0,0,0,0,0,0,0,0,0
622708,61,0.280991736,0.173553719,0.768595041,0.157024793,0.033057851,0.066115702,0.710743802,1.363636364,0.016528926,0.388429752,0.05785124,0.041322314,1.520661157,0.256198347,5.082644628,0.190082645,0.05785124,0.165289256,2.380165289,0,0.314049587,0.140495868,1.504132231,0.297520661,1.132231405,0.776859504,0.115702479,13.70247934,0.090909091,0.148760331,3473,121,0.488045224,0.952755906,0.715976331,1,36.736,13.37820959,11.67674673,36.27024049,275.0578512,66.96694215,0,0,0,0,0,0,0,0,0
622708,62,0.44765343,0.140794224,0.819494585,0.097472924,0.046931408,0.054151625,1.108303249,1.55234657,0.032490975,0.238267148,0.061371841,0.046931408,2.303249097,0.245487365,0.068592058,0.263537906,0.050541516,0.0433213,0.389891697,0.014440433,0.324909747,0.151624549,3.057761733,0.270758123,1.050541516,0.772563177,0.122743682,11.66064982,0.079422383,0.151624549,3530,277,0.640822221,0.926421405,0.629545455,1,63.532,22.18044752,17.02769253,32.12221184,385.7400722,66.33212996,0.3125,2,67,71,0,0,0,0,0
622708,63,1.20754717,0.113207547,0.377358491,0.226415094,0.009433962,0.075471698,1.358490566,1.877358491,0.028301887,0.301886792,0.08490566,0.047169811,15.51886792,0.330188679,0.113207547,0.330188679,0.075471698,0.075471698,0.311320755,0,0.452830189,0.141509434,0.632075472,0.311320755,0.886792453,0.518867925,0.188679245,10.72641509,0.103773585,0.047169811,3587,106,0.736202441,0.938053097,0.630952381,1,36,14.33971136,9.704562849,58.90757009,649.2169811,67.06603774,0.042553191,1,81,0,0,0,0,0,0
622708,64,0.647058824,0.095588235,0.404411765,0.183823529,0.036764706,0.044117647,1.117647059,1.455882353,0.051470588,0.301470588,0.044117647,0.029411765,2.911764706,0.264705882,3.169117647,0.169117647,0.044117647,0.088235294,1.419117647,0.014705882,0.441176471,0.147058824,0.602941176,0.264705882,0.838235294,0.595588235,0.058823529,9.566176471,0.044117647,0.095588235,3644,136,0.550399706,0.957746479,0.747252747,1,38.878,14.46783148,12.07921117,48.79102019,258.9632353,66.77205882,0,0,0,0,0,0,0,0,0
622708,66,0.769230769,0.086538462,0.721153846,0.240384615,0.048076923,0.076923077,1.567307692,1.701923077,0.048076923,0.480769231,0.038461538,0.028846154,3.182692308,0.278846154,0.538461538,0.346153846,0.038461538,0.076923077,0.509615385,0,0.432692308,0.125,6.490384615,0.182692308,1.836538462,0.653846154,0.125,13.21153846,0.125,0.115384615,3758,104,0.536804075,0.928571429,0.666666667,1,35.595,12.86405145,10.85348937,52.77347264,502.7692308,70.15384615,0.8,4,59,70,78,82,0,0,0
622708,67,0.269565217,0.095652174,0.982608696,0.113043478,0.034782609,0.034782609,0.72173913,0.730434783,0.017391304,0.182608696,0.052173913,0.043478261,0.782608696,0.113043478,0.052173913,0.182608696,0.07826087,0.017391304,0.4,0,0.234782609,0.130434783,4.495652174,0.165217391,0.634782609,0.391304348,0.07826087,7.634782609,0.060869565,0.060869565,3815,115,0.683708069,0.93495935,0.746753247,1,36.43,14.2834271,10.42341132,1.002521255,404.5391304,70.88695652,0.533333333,3,62,71,77,0,0,0,0
