ImageId,CellId,Cell_141Pr_AQP4,Cell_143Nd_SQSTM1,Cell_145Nd_UBQLN2,Cell_147Sm_Glutaminase,Cell_149Sm_C9orf72,Cell_150Nd_PDL1,Cell_151Eu_MAP2,Cell_152Sm_ATXN2,Cell_153Eu_ORF1,Cell_154Sm_pTDP43,Cell_155Gd_FoxP3,Cell_156Gd_CH24H,Cell_158Gd_GFAP,Cell_159Tb_IL6ST,Cell_160Gd_IBA1,Cell_161Dy_CX3CR1,Cell_162Dy_pTBK1,Cell_163Dy_CD4,Cell_164Dy_TMEM119,Cell_165Ho_PD1,Cell_166Er_GAD67,Cell_167Er_CD8,Cell_168Er_FUS,Cell_169Tm_ChAT,Cell_170Er_APOE,Cell_171Yb_TREM2,Cell_172Yb_PDL2,Cell_174Yb_MHCclassII,Cell_175Lu_TDP43,Cell_176Yb_TBK1,Cell_191Ir_191Ir,Cell_193Ir_193Ir,Cell_CellMasked,Area,Eccentricity,Solidity,Extent,EulerNumber,Perimeter,MajorAxisLength,MinorAxisLength,Orientation,X_position,Y_position,Percent_Touching,Number_Neighbors,neighbour_4_CellId1,neighbour_4_CellId2,neighbour_4_CellId3,neighbour_4_CellId4,neighbour_4_CellId5,neighbour_4_CellId6,neighbour_4_CellId7,neighbour_4_CellId8,neighbour_4_CellId9,neighbour_4_CellId10,Selection,Sel01
65535,23698,0.158730159,0.063492063,0.063492063,0.031746032,0.095238095,0.047619048,1.031746032,1.968253968,0.047619048,0.396825397,0.095238095,0.031746032,1.920634921,0.285714286,0.158730159,0.079365079,0.047619048,0.079365079,0.365079365,0.079365079,0.523809524,0.317460317,0.26984127,0.380952381,0.031746032,0.380952381,0.126984127,5.26984127,0.285714286,0.079365079,12.19047619,20.38095238,23698,1332,0.69301753,0.954545455,0.583333333,21,28.384,11.00289918,7.932218142,2.888894857,1041.619048,264.6031746,0.416666667,21,23085,0,0,0,0,0,0,0,0,0,0,1
65535,23719,0.171052632,0.144736842,0.157894737,0.052631579,0.039473684,0.013157895,0.986842105,1.723684211,0.052631579,0.828947368,0.065789474,0.026315789,1.526315789,0.368421053,0.105263158,0.276315789,0.039473684,0.092105263,0.447368421,0.039473684,0.552631579,0.513157895,0.368421053,0.434210526,0.052631579,0.776315789,0.131578947,4.921052632,0.25,0.065789474,11.19736842,22.14473684,23719,1607,0.576974642,0.962025316,0.690909091,21,28.946,10.99705855,8.981980195,5.875701968,1362.842105,265.4605263,0.297297297,42,22578,23043,0,0,0,0,0,0,0,0,0,0
65535,23741,0.212121212,0.03030303,0.121212121,0,0.060606061,0.045454545,2.318181818,2.757575758,0.181818182,0.409090909,0.03030303,0.075757576,0.954545455,0.393939394,0.166666667,0.242424242,0.045454545,0.060606061,0.53030303,0.03030303,0.424242424,0.333333333,1.03030303,0.363636364,0.257575758,0.818181818,0.212121212,5.151515152,0.227272727,0.121212121,10.89393939,19.13636364,23741,1395,0.721877,0.916666667,0.6,21,29.244,11.42332744,7.90518687,51.19458103,186.469697,265.2575758,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65535,23762,0.127819549,0.180451128,0.07518797,0.030075188,0.030075188,0.060150376,1.233082707,1.932330827,0.052631579,0.466165414,0.037593985,0.015037594,1.586466165,0.308270677,0.135338346,0.315789474,0.07518797,0.037593985,0.541353383,0.015037594,0.654135338,0.533834586,0.315789474,0.308270677,0.127819549,0.503759398,0.090225564,6.421052632,0.165413534,0.142857143,11.35338346,20.96992481,23762,2812,0.595742076,0.917241379,0.591111111,21,46.628,15.46898632,12.42431558,52.95308346,696.2406015,264.2330827,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65535,23783,0.111111111,0.097222222,0.097222222,0.083333333,0.027777778,0.055555556,0.902777778,2.125,0.041666667,0.708333333,0.055555556,0.013888889,1.777777778,0.361111111,0.097222222,0.25,0.027777778,0.013888889,0.25,0.027777778,0.777777778,0.291666667,0.333333333,0.208333333,0.055555556,0.402777778,0.069444444,3.916666667,0.263888889,0.041666667,11.01388889,19.59722222,23783,1522,0.741496633,0.947368421,0.595041322,21,31.684,12.07736904,8.103390328,-37.62569334,853.875,265.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65535,23804,0.163265306,0.102040816,0.12244898,0.040816327,0.081632653,0.06122449,1.12244898,1.571428571,0.040816327,0.734693878,0.020408163,0.020408163,0.714285714,0.326530612,0.12244898,0.244897959,0.020408163,0.040816327,0.816326531,0.020408163,0.571428571,0.469387755,0.693877551,0.244897959,0.12244898,0.367346939,0.102040816,3.346938776,0.204081633,0.040816327,11.73469388,20.04081633,23804,1036,0.738664233,0.942307692,0.636363636,21,24.447,9.833537819,6.628527751,88.93596988,1236.77551,5623,0.7,63,23022,23867,24142,0,0,0,0,0,0,0,0,0
65535,23825,0.280487805,0.097560976,0.109756098,0.048780488,0.048780488,0.012195122,2.365853659,2.682926829,0.073170732,0.62195122,0.024390244,0.073170732,1.5,0.390243902,0.146341463,0.37804878,0.036585366,0.073170732,0.536585366,0.012195122,0.597560976,0.414634146,0.682926829,0.170731707,0.280487805,0.902439024,0.12195122,6.329268293,0.256097561,0.195121951,12.86585366,23.7804878,23825,1734,0.633494458,0.901098901,0.683333333,21,32.965,12.09166357,9.355891155,10.39455529,396.0609756,267.0731707,0.682926829,63,24037,24058,24269,0,0,0,0,0,0,0,0,1
65535,23846,0.150537634,0.064516129,0.053763441,0.032258065,0.075268817,0.064516129,1.23655914,1.559139785,0.043010753,0.494623656,0.064516129,0.010752688,1.548387097,0.172043011,0.182795699,0.204301075,0.096774194,0.032258065,0.397849462,0.021505376,0.516129032,0.172043011,0.258064516,0.172043011,0.086021505,0.709677419,0.172043011,5.139784946,0.247311828,0.075268817,11.20430108,21.5483871,23846,1966,0.485405198,0.93,0.704545455,21,33.536,11.79885141,10.31560963,80.34719947,961.9032258,266.3870968,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65535,23867,0.2,0.12,0.1,0.04,0.08,0.12,1.36,1.92,0.02,0.5,0,0.02,1.02,0.34,0.12,0.16,0.08,0.04,0.62,0.04,0.84,0.52,0.44,0.28,0.1,0.66,0.06,5.34,0.16,0.1,12.04,24.84,23867,1057,0.760269403,0.892857143,0.694444444,21,24.893,10.23555442,6.649097106,44.427724,1242.3,268.84,21,85,23022,23571,23804,24142,0,0,0,0,0,0,0,1
65535,23889,0.197368421,0.131578947,0.065789474,0.118421053,0.065789474,0.039473684,1.065789474,2.026315789,0.092105263,0.592105263,0.013157895,0.078947368,21,0.315789474,0.078947368,0.289473684,0.026315789,0.065789474,0.421052632,0,0.565789474,0.421052632,0.394736842,0.263157895,0.105263158,0.368421053,0.131578947,4.381578947,0.276315789,0.065789474,10.94736842,20.46052632,23889,1607,0.83948055,0.817204301,0.493506494,21,36.654,14.87933656,8.085278786,-29.23410163,1304.578947,266.5263158,0.408163265,21,23128,0,0,0,0,0,0,0,0,0,0,1
