"ImageId","CellId","Cell_141Pr_AQP4","Cell_143Nd_SQSTM1","Cell_145Nd_UBQLN2","Cell_147Sm_Glutaminase","Cell_149Sm_C9orf72","Cell_150Nd_PDL1","Cell_151Eu_MAP2","Cell_152Sm_ATXN2","Cell_153Eu_ORF1","Cell_154Sm_pTDP43","Cell_155Gd_FoxP3","Cell_156Gd_CH24H","Cell_158Gd_GFAP","Cell_159Tb_IL6ST","Cell_160Gd_IBA1","Cell_161Dy_CX3CR1","Cell_162Dy_pTBK1","Cell_163Dy_CD4","Cell_164Dy_TMEM119","Cell_165Ho_PD1","Cell_166Er_GAD67","Cell_167Er_CD8","Cell_168Er_FUS","Cell_169Tm_ChAT","Cell_170Er_APOE","Cell_171Yb_TREM2","Cell_172Yb_PDL2","Cell_174Yb_MHCclassII","Cell_175Lu_TDP43","Cell_176Yb_TBK1","Cell_3_ALS_F_Cerebellum_240424_1_cellmasked","Area","Eccentricity","Solidity","Extent","EulerNumber","Perimeter","MajorAxisLength","MinorAxisLength","Orientation","X_position","Y_position","Percent_Touching","Number_Neighbors","neighbour_4_CellId1","neighbour_4_CellId2","neighbour_4_CellId3","neighbour_4_CellId4","neighbour_4_CellId5","neighbour_4_CellId6","neighbour_4_CellId7","neighbour_4_CellId8","neighbour_4_CellId9","neighbour_4_CellId10","neighbour_4_CellId11","neighbour_4_CellId12","neighbour_4_CellId13","umap_1","umap_2","New_Cluster"
65535,51365,0.521126761,0.098591549,0.126760563,0.042253521,0.070422535,0.070422535,0.394366197,0.697183099,0.035211268,0.211267606,0.077464789,0.035211268,0.971830986,0.23943662,0.063380282,0.176056338,0.049295775,0.035211268,0.345070423,0,0.422535211,0.246478873,2.521126761,0.211267606,0.38028169,0.464788732,0.056338028,6.676056338,0.105633803,0.112676056,51365,3593,0.719552959,0.904458599,0.556862745,25,46.123,16.97657742,11.78917318,30.32384511,290.6478873,798.8169014,0.433333333,25,51568,0,0,0,0,0,0,0,0,0,0,0,0,-2.37276189822785,10.3831407920642,"1"
65535,51416,0.632653061,0.081632653,0.234693878,0.040816327,0.020408163,0.040816327,2.153061224,1.43877551,0.051020408,0.295918367,0.06122449,0,2.448979592,0.234693878,0.112244898,0.295918367,0.020408163,0.06122449,0.448979592,0,0.295918367,0.214285714,0.62244898,0.173469388,1.357142857,0.551020408,0.153061224,7.510204082,0.091836735,0.142857143,51416,2480,0.415627559,0.960784314,0.742424242,25,32.237,11.77873176,10.7131676,8.704216591,1246.55102,802.0918367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5119157503165,-5.54995704729127,"4"
65535,51441,0.246031746,0.166666667,0.166666667,0.031746032,0.007936508,0.126984127,1.26984127,1.182539683,0.031746032,0.5,0.023809524,0.03968254,1.055555556,0.23015873,0.071428571,0.158730159,0.071428571,0.015873016,0.555555556,0.007936508,0.571428571,0.198412698,0.357142857,0.246031746,0.904761905,0.642857143,0.111111111,5.047619048,0.119047619,0.095238095,51441,3188,0.709962537,0.947368421,0.642857143,25,39.73,15.36207538,10.81857945,41.13269915,1288.055556,801.3015873,0.490196078,51,51112,51542,0,0,0,0,0,0,0,0,0,0,0,4.85476452808746,-6.33292795259523,"3"
65535,51466,0.186813187,0.10989011,0.120879121,0.021978022,0.010989011,0,0.43956044,0.835164835,0.043956044,0.21978022,0.021978022,0,0.428571429,0.208791209,0.087912088,0.186813187,0,0.043956044,0.230769231,0.010989011,0.164835165,0.120879121,1.208791209,0.186813187,0.373626374,0.285714286,0.043956044,4.21978022,0.043956044,0.087912088,51466,2303,0.333656274,0.957894737,0.752066116,25,31.104,11.1600011,10.52047503,40.76896433,105.1428571,802.3846154,0.275,25,51593,0,0,0,0,0,0,0,0,0,0,0,0,-17.414722852894,-2.80783272821474,"10"
65535,51492,1.210526316,0.126315789,0.136842105,0.026315789,0.026315789,0.036842105,2.405263158,0.963157895,0.047368421,0.142105263,0.031578947,0.031578947,8.721052632,0.184210526,0.110526316,0.105263158,0.026315789,0.052631579,0.3,0.005263158,0.342105263,0.110526316,0.373684211,0.221052632,1.289473684,0.3,0.073684211,4.394736842,0.063157895,0.073684211,51492,4808,0.819424147,0.913461538,0.695970696,25,51.151,20.80538312,11.92538838,-86.22673702,488.9789474,805.9105263,0.25,25,52301,0,0,0,0,0,0,0,0,0,0,0,0,1.42701751690276,-17.8168180092053,"6"
65535,51517,0.386138614,0.03960396,0.257425743,0.089108911,0.00990099,0.079207921,0.346534653,1.158415842,0.04950495,0.326732673,0.04950495,0.03960396,0.693069307,0.306930693,0.01980198,0.178217822,0.03960396,0.00990099,0.534653465,0.00990099,0.485148515,0.356435644,1.445544554,0.316831683,0.366336634,0.861386139,0.128712871,11.9009901,0.089108911,0.128712871,51517,2556,0.482893176,0.926605505,0.647435897,25,34.685,12.33865598,10.80470523,-37.44770521,262.7722772,803.9207921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0193315218008,9.81429408948851,"1"
65535,51542,0.162393162,0.076923077,0.213675214,0.076923077,0.042735043,0.017094017,0.914529915,1.111111111,0.051282051,0.35042735,0.025641026,0.042735043,0.700854701,0.222222222,0.017094017,0.256410256,0.094017094,0.051282051,0.418803419,0.017094017,0.547008547,0.153846154,0.623931624,0.264957265,0.957264957,0.683760684,0.136752137,4.923076923,0.11965812,0.11965812,51542,2960,0.647728693,0.893129771,0.642857143,25,39.06,14.31545291,10.90652955,51.40185684,1295.735043,806.4017094,0.916666667,101,51112,51441,51720,51947,0,0,0,0,0,0,0,0,0,12.2468381593741,8.06174014966918,"1"
65535,51568,0.425925926,0.055555556,0.277777778,0.037037037,0.018518519,0.055555556,0.685185185,0.814814815,0.027777778,0.277777778,0.046296296,0.037037037,1.185185185,0.268518519,0.027777778,0.231481481,0.074074074,0.018518519,0.425925926,0.009259259,0.453703704,0.296296296,2.564814815,0.231481481,0.444444444,0.453703704,0.074074074,6.055555556,0.092592593,0.083333333,51568,2733,0.792723963,0.947368421,0.593406593,25,37.861,15.37691259,9.373470259,33.77844264,295.5,805.712963,0.520833333,25,51365,0,0,0,0,0,0,0,0,0,0,0,0,-1.04475920695893,11.0008375541492,"2"
65535,51593,0.319587629,0.06185567,0.350515464,0.12371134,0.030927835,0.12371134,0.969072165,0.742268041,0.030927835,0.443298969,0.020618557,0.051546392,0.896907216,0.18556701,0.103092784,0.206185567,0.051546392,0.092783505,0.453608247,0.010309278,0.443298969,0.329896907,2.494845361,0.268041237,0.659793814,0.742268041,0.113402062,7.546391753,0.041237113,0.12371134,51593,2454,0.60581588,0.96039604,0.746153846,25,32.601,12.51862732,9.959880946,13.4681301,114.6804124,807.4845361,0.292682927,25,51466,0,0,0,0,0,0,0,0,0,0,0,0,7.1360607812918,10.6488106147571,"1"
65535,51644,0.125,0.147727273,0.465909091,0.090909091,0.011363636,0.068181818,0.965909091,1.079545455,0.011363636,0.443181818,0.102272727,0.011363636,0.625,0.340909091,0.056818182,0.125,0.056818182,0.090909091,0.738636364,0.022727273,0.454545455,0.306818182,1.761363636,0.375,0.5,0.818181818,0.079545455,11.44318182,0.068181818,0.102272727,51644,2227,0.539313274,0.946236559,0.666666667,25,31.038,11.63503327,9.797922185,-54.84976497,1420.920455,807.4204545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3140216539419,10.0833732978625,"7"
65535,51669,0.868686869,0.080808081,0.303030303,0.03030303,0.03030303,0.04040404,1.757575758,1.616161616,0.03030303,0.282828283,0.02020202,0.060606061,5.393939394,0.262626263,0.060606061,0.272727273,0.04040404,0.050505051,0.464646465,0,0.404040404,0.222222222,0.727272727,0.323232323,0.797979798,0.333333333,0.02020202,9.878787879,0.090909091,0.070707071,51669,2505,0.446061409,0.933962264,0.634615385,25,34.586,12.11047165,10.83890067,-12.66897161,426.4545455,807.9191919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.49785191517242,-14.6510264976697,"4"
65535,51694,0.264705882,0.088235294,0.107843137,0.039215686,0,0.039215686,1.18627451,1.088235294,0.058823529,0.264705882,0.009803922,0.029411765,2.421568627,0.225490196,0.068627451,0.137254902,0.078431373,0.029411765,0.460784314,0.009803922,0.382352941,0.156862745,0.637254902,0.176470588,0.735294118,0.617647059,0.117647059,8.254901961,0.068627451,0.088235294,51694,2581,0.541157435,0.918918919,0.607142857,25,35.711,12.72562549,10.70124951,-0.609457379,781.9607843,808.3039216,0.369565217,25,51897,0,0,0,0,0,0,0,0,0,0,0,0,-3.9345049192392,-4.56205345232057,"2"
65535,51720,0.180451128,0.07518797,0.195488722,0.045112782,0,0.015037594,0.684210526,0.781954887,0.037593985,0.360902256,0.015037594,0.022556391,0.781954887,0.240601504,0.045112782,0.187969925,0.037593985,0.022556391,0.413533835,0.007518797,0.556390977,0.233082707,0.669172932,0.345864662,0.436090226,0.669172932,0.15037594,5.729323308,0.067669173,0.022556391,51720,3365,0.416212244,0.95,0.678571429,25,39.184,13.75004505,12.50246895,-32.22417575,1310.466165,808.1804511,0.058823529,25,51542,0,0,0,0,0,0,0,0,0,0,0,0,-1.59076707858674,-5.03580070573854,"2"
65535,51745,0.61038961,0.12987013,0.168831169,0.051948052,0.025974026,0.064935065,1.597402597,1.675324675,0.025974026,0.220779221,0.012987013,0.038961039,4.623376623,0.155844156,0.090909091,0.324675325,0.025974026,0.025974026,0.350649351,0.038961039,0.298701299,0.168831169,0.38961039,0.168831169,1.025974026,0.402597403,0.064935065,9.714285714,0.103896104,0.025974026,51745,1948,0.62273716,0.916666667,0.7,25,30.178,11.37673503,8.901511329,-38.09469406,665.3116883,809.5714286,0.538461538,51,51846,52150,0,0,0,0,0,0,0,0,0,0,0,4.86219651203521,-7.73255754549074,"4"
65535,51770,0.333333333,0.057142857,0.095238095,0.028571429,0.00952381,0.076190476,1.304761905,1.028571429,0.047619048,0.238095238,0.047619048,0.019047619,4.533333333,0.20952381,0.228571429,0.19047619,0.133333333,0.038095238,0.504761905,0,0.352380952,0.123809524,0.323809524,0.304761905,0.961904762,0.342857143,0.019047619,5.952380952,0.038095238,0.047619048,51770,2657,0.453280755,0.963302752,0.734265734,25,33.643,12.31971446,10.98139679,-82.35840903,717.1619048,810.9428571,0.204545455,25,51163,0,0,0,0,0,0,0,0,0,0,0,0,-1.18178885478608,-15.8832070930676,"6"
65535,51795,0.421768707,0.108843537,0.170068027,0.027210884,0.020408163,0.040816327,0.789115646,0.734693878,0.040816327,0.408163265,0.020408163,0.027210884,1.285714286,0.204081633,0.034013605,0.176870748,0.047619048,0.040816327,0.346938776,0.020408163,0.333333333,0.224489796,2.231292517,0.217687075,0.367346939,0.469387755,0.102040816,5.551020408,0.074829932,0.034013605,51795,3720,0.690272084,0.936305732,0.765625,25,42.244,16.39916092,11.86561116,3.877438787,851.244898,811.0952381,0.333333333,25,51391,0,0,0,0,0,0,0,0,0,0,0,0,-12.3482174207651,0.827704598121171,"5"
65535,51821,0.1875,0.114583333,0.5,0.03125,0.052083333,0.03125,1.677083333,0.947916667,0.041666667,0.447916667,0.052083333,0.020833333,1.020833333,0.322916667,0.020833333,0.177083333,0.0625,0.020833333,0.59375,0.010416667,0.40625,0.364583333,6.552083333,0.197916667,0.5,0.802083333,0.104166667,8.75,0.083333333,0.0625,51821,2429,0.53029059,0.923076923,0.615384615,25,33.941,12.20611724,10.34854092,-61.67218053,1072.40625,811.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17579848270782,15.4913227454944,"1"
65535,51846,0.35106383,0.085106383,0.159574468,0.031914894,0.042553191,0.074468085,1.755319149,1.553191489,0.010638298,0.308510638,0.031914894,0.031914894,3.808510638,0.14893617,0.053191489,0.212765957,0.042553191,0.053191489,0.234042553,0,0.510638298,0.244680851,0.457446809,0.191489362,1.031914894,0.521276596,0.053191489,7.234042553,0.106382979,0.127659574,51846,2378,0.701338946,0.862385321,0.534090909,25,40.367,14.10104357,10.05161795,-6.865168752,659.9042553,815.0212766,0.816326531,51,51745,52150,0,0,0,0,0,0,0,0,0,0,0,8.88059575062164,-13.9203994377332,"6"
65535,51871,0.292134831,0.04494382,0.112359551,0.04494382,0.033707865,0.02247191,1.08988764,1.06741573,0.04494382,0.235955056,0.033707865,0.033707865,0.460674157,0.08988764,0.011235955,0.157303371,0.056179775,0.033707865,0.438202247,0.011235955,0.258426966,0.269662921,2.02247191,0.179775281,0.786516854,0.494382022,0.08988764,6.988764045,0.02247191,0.06741573,51871,2252,0.425127901,0.956989247,0.809090909,25,30.988,11.250177,10.18290969,4.112275289,946.9775281,813.4494382,0.342105263,25,52175,0,0,0,0,0,0,0,0,0,0,0,0,-13.6663812925302,2.1331715480609,"10"
65535,51897,0.540740741,0.140740741,0.222222222,0.037037037,0.066666667,0.059259259,1.325925926,1.177777778,0.02962963,0.325925926,0.014814815,0.022222222,1.481481481,0.162962963,0.044444444,0.162962963,0.037037037,0.103703704,0.488888889,0,0.422222222,0.222222222,1.496296296,0.251851852,0.762962963,0.496296296,0.051851852,7.792592593,0.088888889,0.066666667,51897,3416,0.620650521,0.9375,0.649038462,25,41.508,15.26260881,11.96721809,1.528254899,789.5185185,815.6740741,0.358490566,25,51694,0,0,0,0,0,0,0,0,0,0,0,0,1.83038205604919,6.96003412168456,"1"
