ImageId,CellId,Cell_141Pr_AQP4,Cell_143Nd_SQSTM1,Cell_145Nd_UBQLN2,Cell_147Sm_Glutaminase,Cell_149Sm_C9orf72,Cell_150Nd_PDL1,Cell_151Eu_MAP2,Cell_152Sm_ATXN2,Cell_153Eu_ORF1,Cell_154Sm_pTDP43,Cell_155Gd_FoxP3,Cell_156Gd_CH24H,Cell_158Gd_GFAP,Cell_159Tb_IL6ST,Cell_160Gd_IBA1,Cell_161Dy_CX3CR1,Cell_162Dy_pTBK1,Cell_163Dy_CD4,Cell_164Dy_TMEM119,Cell_165Ho_PD1,Cell_166Er_GAD67,Cell_167Er_CD8,Cell_168Er_FUS,Cell_169Tm_ChAT,Cell_170Er_APOE,Cell_171Yb_TREM2,Cell_172Yb_PDL2,Cell_174Yb_MHCclassII,Cell_175Lu_TDP43,Cell_176Yb_TBK1,Cell_191Ir_191Ir,Cell_193Ir_193Ir,Cell_CellMasked,Area,Eccentricity,Solidity,Extent,EulerNumber,Perimeter,MajorAxisLength,MinorAxisLength,Orientation,X_position,Y_position,Percent_Touching,Number_Neighbors,neighbour_4_CellId1,neighbour_4_CellId2,neighbour_4_CellId3,neighbour_4_CellId4,neighbour_4_CellId5,neighbour_4_CellId6,neighbour_4_CellId7,neighbour_4_CellId8,neighbour_4_CellId9,Selection,Sel01
65535,26,0.818181818,0.121212121,0.03030303,0,0,0.03030303,2.212121212,2.545454545,0.090909091,0.484848485,0.090909091,0.03030303,3.939393939,0.363636364,0.060606061,0.212121212,0.060606061,0.060606061,0.636363636,0,0.303030303,0.303030303,0.363636364,0.212121212,0.333333333,0.181818182,0,5.212121212,0.212121212,0.060606061,12.3030303,24.03030303,667,847,0.757646068,26,0.611111111,26,19.576,8.266018505,5.394946242,-15.04015707,223.0909091,4.909090909,0.086956522,26,1643,0,0,0,0,0,0,0,0,0,1
65535,51,2.026315789,0.026315789,0.184210526,0.184210526,0.026315789,0.078947368,3.184210526,2.394736842,0.078947368,0.473684211,0,0.078947368,14.02631579,0.157894737,0.078947368,0.394736842,0.105263158,0,0.526315789,0,0.447368421,0.157894737,0.5,0.447368421,0.605263158,0.447368421,0.078947368,4.289473684,0.105263158,0.078947368,14.39473684,28.34210526,1309,975,0.711097188,0.926829268,0.59375,26,20.899,8.535136706,6.001001075,36.17493789,766.7368421,5.631578947,0.307692308,26,359,0,0,0,0,0,0,0,0,0,0
65535,77,3.882352941,0.205882353,0.147058824,0,0.176470588,0.029411765,2.764705882,2.411764706,0.147058824,0.676470588,0,0.205882353,12.97058824,0.529411765,0.117647059,0.264705882,0.058823529,0.088235294,0.558823529,0.029411765,0.382352941,0.205882353,0.794117647,0.088235294,0.823529412,0.617647059,0.235294118,6.911764706,0.147058824,0.088235294,14.14705882,25.94117647,1977,873,0.757496212,0.944444444,0.607142857,26,19.857,8.566426647,5.59250219,64.26372585,582.5,4.411764706,0.68,26,205,0,0,0,0,0,0,0,0,0,1
65535,103,2.4,0.072727273,0.181818182,0.036363636,0.109090909,0.109090909,2.381818182,2.363636364,0.072727273,0.6,0.036363636,0.018181818,10.18181818,0.327272727,0.163636364,0.4,0.036363636,0.145454545,0.563636364,0.018181818,0.272727273,0.109090909,0.654545455,0.2,0.381818182,0.272727273,0.072727273,4.8,0.127272727,0.181818182,13.56363636,24.29090909,2644,1412,0.812551935,0.916666667,0.654761905,26,26.415,11.21522329,6.537228042,4.303997391,671.8181818,5.963636364,0,0,0,0,0,0,0,0,0,0,0,0,1
65535,128,2.794117647,0.235294118,0.205882353,0.029411765,0,0,1.588235294,2.470588235,0.058823529,0.617647059,0.029411765,0.058823529,6.147058824,0.470588235,0.029411765,0.147058824,0.058823529,0,0.352941176,0.029411765,0.235294118,0.352941176,0.5,0.264705882,0.176470588,0.323529412,0.176470588,NaN,0.088235294,0.029411765,14.05882353,23.38235294,3286,873,0.577517875,0.894736842,0.607142857,26,20.047,7.623027945,6.223272612,78.65859326,754.2941176,5.294117647,0.5,26,359,0,0,0,0,0,0,0,0,0,0
65535,154,1.333333333,0.133333333,0.111111111,0.022222222,0.066666667,0.044444444,0.888888889,NaN,0.022222222,0.222222222,0.022222222,0.022222222,16.28888889,0.222222222,0.177777778,0.266666667,0.022222222,0.044444444,0.266666667,0,0.177777778,0.066666667,0.444444444,0.111111111,0.177777778,0.311111111,0.044444444,2.266666667,0.022222222,0.022222222,12.73333333,21.17777778,3953,1155,0.612821572,0.97826087,0.625,26,21.842,8.683227967,6.861671788,-38.09045123,1392.666667,4.577777778,0,0,0,0,0,0,0,0,0,0,0,0,0
65535,180,1.441860465,0.093023256,0.441860465,0.139534884,0.046511628,0,1.790697674,2.76744186,0,0.604651163,0.279069767,0.162790698,10.69767442,0.465116279,2.046511628,0.372093023,0.046511628,0.162790698,0.279069767,0,0.441860465,0.162790698,1.837209302,0.23255814,0.11627907,NaN,0.139534884,9.348837209,0.302325581,0.162790698,16.72093023,30.46511628,4621,1104,0.595357705,0.955555556,0.682539683,26,21.271,8.441282172,6.782239046,0.628228593,105.0465116,6.372093023,0,0,0,0,0,0,0,0,0,0,0,0,0
65535,205,2.4,0.066666667,0.222222222,0.022222222,0.111111111,0.066666667,4.533333333,1.466666667,0.044444444,1.177777778,0.044444444,0.044444444,8.177777778,0.422222222,0.133333333,0.333333333,0.044444444,0,0.422222222,0,0.377777778,0.044444444,1.711111111,0.177777778,0.533333333,0.533333333,0.088888889,7.377777778,0.111111111,0.022222222,462,31.44444444,5262,1155,0.527882636,0.918367347,0.625,26,23.322,8.557406157,7.267953326,-85.88161254,587.4444444,5.844444444,0.535714286,26,77,0,0,0,0,0,0,0,0,0,1
65535,231,2.833333333,0.185185185,0.092592593,0.037037037,0.148148148,0.12962963,1.62962963,1.648148148,0.055555556,0.722222222,0.074074074,0.12962963,8.851851852,0.388888889,0.055555556,0.388888889,0.018518519,0.037037037,0.333333333,0,0.314814815,0.203703704,0.425925926,0.259259259,0.185185185,0.185185185,0.037037037,3.407407407,0.018518519,0.148148148,11.61111111,23.44444444,5930,1386,0.692422147,0.981818182,0.675,26,23.992,9.943175046,7.173927209,-25.72395691,840.5925926,6.888888889,0.5,26,1720,0,0,0,0,0,0,0,0,0,0
65535,257,2.733333333,0,0.033333333,0.033333333,0.033333333,0.033333333,1.566666667,1.6,0.033333333,0.266666667,0.1,0.1,10.16666667,0.333333333,0.866666667,0.133333333,0.066666667,0.033333333,0.566666667,0.033333333,0.6,0.066666667,0.4,0.333333333,0.3,0.366666667,0.033333333,3.333333333,0.1,0.033333333,13.73333333,26.3,6597,770,0.419597413,0.967741935,0.612244898,26,17.988,6.779139145,6.153494509,23.79117603,1103.4,6.633333333,0.636363636,26,1309,0,0,0,0,0,0,0,0,0,0
65535,282,1.796875,0.0625,0.171875,0.015625,0.046875,0.046875,1.0625,1.625,0.03125,0.328125,0.0625,0.015625,10.953125,0.375,0.125,0.109375,0.015625,0.09375,0.3125,0,0.375,0.125,0.390625,0.1875,0.140625,0.171875,0.0625,2.328125,0.109375,0.140625,12.640625,21.796875,7239,1643,0.9211044,0.780487805,0.533333333,26,36.075,16.0631165,6.253622842,80.69313307,1161.75,9.453125,0.630434783,26,1848,0,0,0,0,0,0,0,0,0,0
65535,308,1.372093023,0.046511628,0.255813953,0,0.023255814,0,2.069767442,1.76744186,0.046511628,0.76744186,0.046511628,0,3.279069767,0.162790698,0.046511628,0.209302326,0.023255814,0.046511628,0.511627907,0,0.279069767,0.302325581,0.627906977,0.23255814,0.348837209,0.302325581,0.046511628,5.697674419,0.046511628,0.11627907,16.97674419,32.06976744,7906,1104,0.72662312,26,0.716666667,26,21.908,9.115923666,6.262970223,-5.987396268,357.4186047,7.209302326,0.076923077,26,2208,0,0,0,0,0,0,0,0,0,1
65535,334,2.65625,0,0.09375,0.09375,0.125,0.09375,2.28125,1.96875,0.15625,0.875,0,0.125,9.5,0.25,0.28125,0.40625,0.125,0.0625,0.46875,0,0.5625,0.09375,0.46875,0.09375,0.5,0.28125,0.15625,5.59375,0.09375,0.09375,12.21875,25.3125,8574,821,0.551611027,0.941176471,0.653061224,26,18.269,7.218314011,6.020806383,48.28234215,455.0625,6.875,0.434782609,26,950,0,0,0,0,0,0,0,0,0,1
65535,359,2.235294118,0.088235294,0.235294118,0.029411765,0.088235294,0.117647059,1.794117647,2.411764706,0.088235294,0.764705882,0.029411765,0.029411765,7.882352941,0.470588235,0.088235294,0.294117647,0.176470588,0.029411765,0.558823529,0.029411765,0.323529412,0.117647059,0.529411765,0.205882353,0.117647059,0.411764706,0.147058824,4.5,0.176470588,0.029411765,13.11764706,23.41176471,9215,873,0.585638334,0.971428571,0.80952381,26,17.971,7.416228152,6.011390429,86.37491918,759.2352941,6.941176471,0.909090909,51,51,128,0,0,0,0,0,0,0,0,1
65535,385,2.604166667,0.041666667,0.1875,0.020833333,0.083333333,0.104166667,1.875,1.791666667,0.041666667,0.5,0.083333333,0.083333333,28.41666667,0.458333333,0.5625,0.5,0.104166667,0.041666667,0.520833333,0,0.458333333,0.166666667,0.416666667,0.083333333,0.166666667,0.4375,0.041666667,2.083333333,0.104166667,0.229166667,14.29166667,26.4375,9883,1232,0.514284504,0.888888889,0.75,26,25.348,8.887253865,7.62188347,37.88948839,859.8125,7.958333333,0.428571429,26,539,0,0,0,0,0,0,0,0,0,0
65535,411,1.411764706,0.215686275,0.078431373,0.058823529,0.098039216,0.019607843,1.156862745,1.862745098,0.039215686,1.098039216,0.098039216,0.137254902,9.470588235,0.176470588,0.098039216,0.078431373,0.058823529,0.019607843,0.549019608,0.039215686,0.411764706,0.078431373,0.568627451,0.215686275,0.235294118,0.274509804,0.039215686,2.764705882,0.078431373,0.137254902,13.41176471,616,10550,1309,0.632985616,0.962264151,0.6375,26,23.802,9.333621606,7.225749685,-31.74908462,953.4509804,7.31372549,0,0,0,0,0,0,0,0,0,0,0,0,0
65535,436,1.307692308,0.115384615,0.173076923,0.019230769,0.076923077,0.057692308,0.884615385,1.634615385,0,0.384615385,0.076923077,0.057692308,4.923076923,0.25,0.038461538,0.25,0.076923077,0.038461538,0.211538462,0,0.346153846,0.057692308,0.461538462,0.115384615,0.134615385,0.442307692,0.076923077,3.134615385,0.057692308,0.038461538,13.53846154,22.75,11192,1335,0.731541286,0.981132075,0.641975309,26,23.984,10.01710179,6.8296314,-50.12870576,1009.519231,7.634615385,0,0,0,0,0,0,0,0,0,0,0,0,0
