ImageId,CellId,Cell_141Pr_AQP4,Cell_143Nd_SQSTM1,Cell_145Nd_UBQLN2,Cell_147Sm_Glutaminase,Cell_149Sm_C9orf72,Cell_150Nd_PDL1,Cell_151Eu_MAP2,Cell_152Sm_ATXN2,Cell_153Eu_ORF1,Cell_154Sm_pTDP43,Cell_155Gd_FoxP3,Cell_156Gd_CH24H,Cell_158Gd_GFAP,Cell_159Tb_IL6ST,Cell_160Gd_IBA1,Cell_161Dy_CX3CR1,Cell_162Dy_pTBK1,Cell_163Dy_CD4,Cell_164Dy_TMEM119,Cell_165Ho_PD1,Cell_166Er_GAD67,Cell_167Er_CD8,Cell_168Er_FUS,Cell_169Tm_ChAT,Cell_170Er_APOE,Cell_171Yb_TREM2,Cell_172Yb_PDL2,Cell_174Yb_MHCclassII,Cell_175Lu_TDP43,Cell_176Yb_TBK1,Cell_CellMasked,Area,Eccentricity,Solidity,Extent,EulerNumber,Perimeter,MajorAxisLength,MinorAxisLength,Orientation,X_position,Y_position,Percent_Touching,Number_Neighbors,neighbour_4_CellId1,neighbour_4_CellId2,neighbour_4_CellId3,neighbour_4_CellId4,neighbour_4_CellId5,neighbour_4_CellId6,neighbour_4_CellId7,neighbour_4_CellId8,neighbour_4_CellId9,neighbour_4_CellId10
65535,28,0.047619048,0.214285714,0.119047619,0.047619048,0.095238095,0.023809524,0.595238095,0.952380952,0.023809524,0.571428571,0,0,0.333333333,0.19047619,0.047619048,0.261904762,0.023809524,0.023809524,0.357142857,0.023809524,0.285714286,0.404761905,1.642857143,0.166666667,0.095238095,0.30952381,0.119047619,4.547619048,0.095238095,0.166666667,399,598,0.578012813,0.875,0.75,14,23.967,8.453806091,6.898539839,10.78753647,467.047619,6.761904762,0.666666667,14,313,0,0,0,0,0,0,0,0,0
65535,43,0.071428571,0.19047619,0.071428571,0,0.071428571,0.119047619,1.142857143,0.976190476,0.047619048,0.238095238,0,0.023809524,0.523809524,0.119047619,0.095238095,0.095238095,0.047619048,0,0.666666667,0,0.333333333,0.476190476,1.595238095,0.238095238,0.142857143,0.976190476,0.166666667,3.523809524,0.333333333,0.285714286,612,598,0.914767556,0.875,0.7,14,26.878,12.18571814,4.922793615,-0.225849186,857.5714286,6.404761905,0.40625,28,356,612,0,0,0,0,0,0,0,0
65535,57,0.173913043,0.043478261,0.043478261,0.043478261,0.130434783,0.043478261,1.434782609,1.391304348,0,0.347826087,0,0,0.434782609,0.086956522,0.173913043,0.260869565,0.086956522,0.043478261,0.652173913,0,0.565217391,0.565217391,2.826086957,0.260869565,0.260869565,0.434782609,0.217391304,4.782608696,0.130434783,0.173913043,812,328,0.569647692,0.821428571,0.766666667,14,18.451,6.395958946,5.256768221,-88.17111668,910.0869565,6.695652174,0.555555556,14,385,0,0,0,0,0,0,0,0,0
65535,71,0.112903226,0.080645161,0.193548387,0.032258065,0.14516129,0.064516129,2.35483871,1.548387097,0.112903226,0.629032258,0.032258065,0.032258065,0.822580645,0.35483871,0.096774194,0.306451613,0.048387097,0.016129032,1.048387097,0.016129032,0.677419355,0.35483871,0.661290323,0.306451613,0.370967742,1.096774194,0.096774194,5.161290323,0.258064516,0.129032258,1011,883,0.93278087,0.659574468,0.521008403,14,50.68,17.41697663,6.277844018,3.86264292,997.1935484,7.64516129,0.411764706,28,14,541,0,0,0,0,0,0,0,0
65535,85,0.0625,0.0625,0.09375,0.046875,0.0390625,0.046875,1.515625,0.7890625,0.0078125,0.3203125,0.0546875,0,0.4765625,0.140625,0.1015625,0.21875,0.09375,0.0703125,0.7109375,0,0.375,0.3046875,0.40625,0.1953125,0.234375,0.625,0.09375,3.109375,0.1953125,0.0703125,1211,1823,0.901126913,0.810126582,0.507936508,14,52.193,20.79193765,9.014456887,16.38791598,617.828125,8.765625,0,0,0,0,0,0,0,0,0,0,0,0
65535,100,0.057471264,0.091954023,0.126436782,0.011494253,0.045977011,0.045977011,1.137931034,0.908045977,0.034482759,0.609195402,0.08045977,0.045977011,0.574712644,0.218390805,0.126436782,0.206896552,0.022988506,0.057471264,0.632183908,0,0.471264368,0.287356322,0.356321839,0.149425287,0.149425287,0.574712644,0.057471264,2.689655172,0.114942529,0.091954023,1424,1239,0.806150572,0.674418605,0.446153846,14,51.127,15.4610515,9.148465731,32.75079373,690.6666667,9.816091954,0.612244898,28,527,655,0,0,0,0,0,0,0,0
65535,114,0.075,0.0625,0.2375,0.0125,0.1125,0.0375,1.625,1.95,0.0375,0.65,0.0625,0.0375,1.0375,0.25,0.025,0.4125,0.025,0.075,1.025,0.025,0.6125,0.3625,0.3,0.3875,0.525,0.9125,0.2125,4.225,0.3,0.075,1624,1139,0.787329811,0.879120879,0.559440559,14,35.405,13.46342084,8.300630458,32.72163159,722.8625,6.5,0.302325581,14,328,0,0,0,0,0,0,0,0,0
65535,128,0.060606061,0.090909091,0.090909091,0.060606061,0.03030303,0.121212121,2.090909091,1.575757576,0.060606061,0.575757576,0.03030303,0.03030303,0.636363636,0.242424242,0.121212121,0.151515152,0.121212121,0.03030303,0.848484848,0.060606061,0.515151515,0.272727273,1.757575758,0.545454545,0.242424242,0.787878788,0.151515152,3.121212121,0.393939394,0.060606061,1823,470,0.327508731,0.76744186,0.515625,14,23.231,7.378501975,6.971563958,87.54635008,819.7878788,8.212121212,0.625,14,185,0,0,0,0,0,0,0,0,0
65535,142,0.071428571,0.089285714,0.160714286,0.071428571,0.107142857,0.035714286,0.714285714,1.696428571,0.017857143,0.589285714,0.053571429,0.053571429,0.464285714,0.214285714,0.017857143,0.339285714,0.053571429,0.017857143,0.607142857,0.035714286,0.410714286,0.410714286,0.5,0.285714286,0.125,1.107142857,0.089285714,4.267857143,0.214285714,0.053571429,2023,798,0.693986892,0.811594203,0.622222222,14,29.392,10.98406036,7.908387633,-67.1175765,1019.982143,7.857142857,0,0,0,0,0,0,0,0,0,0,0,0
65535,157,0.073529412,0.088235294,0.191176471,0.044117647,0.058823529,0.044117647,1.25,1.544117647,0.117647059,0.735294118,0.029411765,0.014705882,0.911764706,0.352941176,0.147058824,0.470588235,0.088235294,0.058823529,0.941176471,0,0.617647059,0.558823529,1.632352941,0.176470588,0.25,0.926470588,0.117647059,4.617647059,0.132352941,0.088235294,2236,969,0.804262864,0.62962963,0.386363636,14,52.492,14.76255425,8.772997921,-6.349676302,1156.838235,8.441176471,0.204081633,14,370,0,0,0,0,0,0,0,0,0
65535,171,0.03030303,0.03030303,0.090909091,0,0.060606061,0.03030303,0.787878788,1.848484848,0.03030303,0.545454545,0,0,0.333333333,0.272727273,0.060606061,0.545454545,0,0,0.909090909,0.03030303,0.333333333,0.575757576,0.272727273,0.454545455,0.03030303,0.818181818,0.121212121,3.272727273,0.272727273,0.151515152,2436,470,0.691115275,0.942857143,0.611111111,14,19.865,7.96984469,5.760161767,-10.79765522,1219.757576,7.939393939,0.333333333,14,726,0,0,0,0,0,0,0,0,0
65535,199,0.064285714,0.085714286,0.135714286,0.05,0.092857143,0.05,2.035714286,1.607142857,0.064285714,0.535714286,0.064285714,0.05,0.914285714,0.285714286,0.114285714,0.428571429,0.035714286,0.071428571,0.692857143,0,0.471428571,0.364285714,1.107142857,0.357142857,0.192857143,0.75,0.107142857,4.771428571,0.271428571,0.085714286,2834,1994,0.713939898,0.689655172,0.5,14,74.482,17.62336174,12.34000099,-11.61933269,968.9571429,9.878571429,0.121621622,28,470,741,0,0,0,0,0,0,0,0
65535,228,0.083333333,0.133333333,0.083333333,0.016666667,0.166666667,0.05,3.25,1.3,0.1,0.666666667,0.05,0.05,0.65,0.283333333,0.133333333,0.1,0.1,0.05,2.283333333,0.016666667,0.766666667,0.316666667,0.566666667,0.183333333,0.616666667,0.533333333,0.2,1.65,0.133333333,0.083333333,3248,855,0.790957015,0.895522388,0.625,14,27.73,11.52505503,7.051855225,72.76144216,296.45,8.933333333,0,0,0,0,0,0,0,0,0,0,0,0
65535,242,0.057971014,0.130434783,0.101449275,0.072463768,0.014492754,0.086956522,1.666666667,1.47826087,0.101449275,0.579710145,0.028985507,0.014492754,0.695652174,0.231884058,0.101449275,0.202898551,0.101449275,0.028985507,0.84057971,0,0.449275362,0.289855072,0.376811594,0.260869565,0.130434783,0.884057971,0.173913043,5.072463768,0.420289855,0.15942029,3447,983,0.715937776,0.831325301,0.638888889,14,34.073,11.86104338,8.280954599,60.54782169,406.2028986,8.724637681,0,0,0,0,0,0,0,0,0,0,0,0
65535,271,0.033333333,0.15,0.15,0.05,0.066666667,0.05,2.55,1.783333333,0.066666667,0.283333333,0.05,0.033333333,0.75,0.216666667,0.05,0.35,0.066666667,0.05,0.85,0,0.483333333,0.583333333,1.783333333,0.3,0.166666667,1.166666667,0.15,6.316666667,0.216666667,0.2,3860,855,0.830693272,0.714285714,0.454545455,14,39.267,12.7856853,7.118179104,43.32856749,1036.05,9.716666667,0.475,28,214,484,0,0,0,0,0,0,0,0
65535,285,0.077586207,0.103448276,0.146551724,0.043103448,0.086206897,0.051724138,1.793103448,1.655172414,0.034482759,0.482758621,0.043103448,0.034482759,0.810344828,0.206896552,0.103448276,0.336206897,0.034482759,0.051724138,0.732758621,0.043103448,0.655172414,0.456896552,0.775862069,0.318965517,0.215517241,1.043103448,0.068965517,4.051724138,0.172413793,0.146551724,4059,1652,0.901303458,0.662857143,0.439393939,14,67.452,21.50808364,9.317049505,-19.39864868,1081.215517,10.25862069,0.621621622,28,413,513,0,0,0,0,0,0,0,0
65535,313,0.045454545,0.045454545,0,0.045454545,0,0,0.954545455,1.181818182,0.045454545,0.772727273,0.090909091,0.090909091,0.545454545,0.318181818,0.045454545,0.227272727,0.136363636,0.090909091,0.636363636,0,0.181818182,0.409090909,1.818181818,0.272727273,0.136363636,1.272727273,0.227272727,5.909090909,0.227272727,0.181818182,4458,313,0.656715193,0.846153846,0.628571429,14,17.045,6.627995291,4.99842765,9.786562915,465.0909091,11.18181818,0.833333333,14,28,0,0,0,0,0,0,0,0,0
65535,342,0.088235294,0.137254902,0.254901961,0.058823529,0.058823529,0.039215686,1.68627451,1.078431373,0.049019608,0.421568627,0.058823529,0.019607843,0.735294118,0.18627451,0.088235294,0.303921569,0.12745098,0.068627451,0.578431373,0.009803922,0.352941176,0.460784314,0.705882353,0.205882353,0.12745098,0.764705882,0.147058824,3.539215686,0.245098039,0.088235294,4871,1453,0.877271815,0.790697674,0.488038278,14,54.427,18.38319334,8.823821027,11.89724195,786.5294118,12.32352941,0.476190476,43,698,812,869,0,0,0,0,0,0,0
65535,356,0.111111111,0.185185185,0.148148148,0,0.074074074,0.037037037,2.296296296,1.37037037,0.037037037,0.518518519,0.037037037,0.037037037,0.703703704,0.259259259,0.037037037,0.481481481,0.074074074,0.037037037,0.62962963,0,0.296296296,0.518518519,0.740740741,0.185185185,0.185185185,0.962962963,0.111111111,4.518518519,0.185185185,0.185185185,5071,385,0.724139959,0.75,0.5,14,21.916,7.893868074,5.444030135,7.35415195,12079,11.77777778,0.782608696,28,43,612,0,0,0,0,0,0,0,0
65535,385,0.104347826,0.095652174,0.165217391,0.043478261,0.060869565,0.060869565,3.895652174,1.504347826,0.043478261,0.6,0.026086957,0.017391304,0.791304348,0.269565217,0.130434783,0.252173913,0.008695652,0.052173913,0.686956522,0,0.47826087,0.460869565,2.095652174,0.252173913,0.347826087,0.965217391,0.069565217,3.87826087,0.286956522,0.07826087,5484,1638,0.365435524,0.833333333,0.631868132,14,44.023,13.16820453,12.25744746,22.31372996,911.4956522,14.07826087,0.826923077,71,57,456,769,1026,1040,0,0,0,0,0
65535,399,0.085714286,0.057142857,0.171428571,0.057142857,0.085714286,0.028571429,1.114285714,0.914285714,0.057142857,0.4,0,0,0.514285714,0.4,0.028571429,0.085714286,0.028571429,0.085714286,0.571428571,0,0.457142857,0.285714286,0.6,0.114285714,0.314285714,0.857142857,0.085714286,2.457142857,0.142857143,0.114285714,5683,499,0.888451514,0.813953488,0.53030303,14,24.728,10.52925182,4.832615827,0.119721827,764.2,14.77142857,0.75862069,43,598,698,798,0,0,0,0,0,0,0
65535,413,0.027777778,0.138888889,0.138888889,0,0.083333333,0.083333333,2.888888889,1.5,0.027777778,0.416666667,0.055555556,0.055555556,1.138888889,0.333333333,0.055555556,0.25,0.027777778,0.027777778,1.194444444,0,0.666666667,0.5,0.361111111,0.305555556,0.361111111,1.527777778,0.111111111,4.444444444,0.444444444,0.166666667,5883,513,0.834729044,0.9,0.666666667,14,21.734,9.671992204,5.325987895,4.050471319,1084.416667,14.88888889,0.851851852,14,285,0,0,0,0,0,0,0,0,0
65535,427,0.127659574,0.085106383,0.212765957,0.063829787,0.127659574,0.021276596,1.70212766,1.787234043,0.085106383,0.510638298,0.021276596,0.042553191,0.617021277,0.361702128,0.063829787,0.170212766,0.021276596,0.042553191,0.957446809,0,0.531914894,0.659574468,0.744680851,0.14893617,0.255319149,1.340425532,0.191489362,5.212765957,0.276595745,0.106382979,6082,669,0.883601865,0.734375,0.489583333,14,33.263,12.40942911,5.810578451,16.82492998,1126.638298,13.36170213,0.333333333,14,712,0,0,0,0,0,0,0,0,0
65535,442,0.042016807,0.18487395,0.151260504,0.016806723,0.058823529,0.067226891,1.201680672,1.033613445,0.075630252,0.43697479,0.008403361,0.033613445,0.453781513,0.18487395,0.168067227,0.243697479,0.050420168,0.058823529,1.033613445,0,0.403361345,0.43697479,0.957983193,0.210084034,0.109243697,0.605042017,0.117647059,3.924369748,0.285714286,0.117647059,6296,1695,0.711559086,0.71257485,0.5,14,64.839,15.78709807,11.09242973,6.246486719,131.4033613,13.78151261,0,0,0,0,0,0,0,0,0,0,0,0
65535,456,0.096153846,0.153846154,0.057692308,0.076923077,0.115384615,0.019230769,1.615384615,1.096153846,0.038461538,0.576923077,0.019230769,0.038461538,0.576923077,0.307692308,0.057692308,0.365384615,0.057692308,0.019230769,0.5,0.019230769,0.442307692,0.442307692,1.403846154,0.230769231,0.153846154,0.653846154,0.076923077,3.980769231,0.153846154,0.096153846,6495,741,0.726658754,0.577777778,0.371428571,14,42.443,12.63761333,8.682022478,0.763923471,920.7115385,16.42307692,0.631578947,43,385,1026,1040,0,0,0,0,0,0,0
65535,470,0.111111111,0.074074074,0.185185185,0,0.037037037,0.037037037,1.777777778,2.074074074,0.037037037,0.444444444,0.074074074,0,0.592592593,0.37037037,0.037037037,0.481481481,0.037037037,0.037037037,0.814814815,0,0.444444444,0.333333333,1.703703704,0.407407407,0.296296296,0.814814815,0.148148148,5.777777778,0.037037037,0.333333333,6695,385,0.90098534,0.72972973,0.54,14,25.1,10.15001298,4.403578396,85.33311052,982.1481481,14.11111111,14,71,14,199,541,741,883,0,0,0,0,0
65535,484,0,0.018518519,0.148148148,0,0.055555556,0.037037037,2.203703704,1.685185185,0.074074074,0.462962963,0.074074074,0.018518519,0.759259259,0.314814815,0.203703704,0.444444444,0.055555556,0.018518519,0.666666667,0,0.666666667,0.444444444,2.240740741,0.296296296,0.351851852,0.740740741,0.111111111,5.851851852,0.259259259,0.148148148,6894,769,0.836956549,0.771428571,0.482142857,14,32.709,11.90086192,6.512976907,14.20735874,1042.111111,16.61111111,14,57,214,271,627,826,0,0,0,0,0,0
65535,499,0.074626866,0.104477612,0.089552239,0.029850746,0.014925373,0.089552239,1.373134328,1.104477612,0.029850746,0.671641791,0.059701493,0.044776119,0.402985075,0.208955224,0.194029851,0.194029851,0.119402985,0.044776119,0.865671642,0,0.47761194,0.298507463,0.298507463,0.164179104,0.164179104,0.582089552,0.134328358,3.701492537,0.268656716,0.044776119,7108,954,0.451454766,0.705263158,0.465277778,14,47.215,10.86961707,9.698894167,9.340840334,593.8507463,14.98507463,0,0,0,0,0,0,0,0,0,0,0,0
65535,513,0.027027027,0.108108108,0.216216216,0.027027027,0.027027027,0.027027027,2.540540541,1.486486486,0.081081081,0.72972973,0.027027027,0,1.081081081,0.297297297,0.108108108,0.162162162,0.108108108,0.108108108,0.675675676,0,0.621621622,0.675675676,1.486486486,0.594594595,0.135135135,1.243243243,0.108108108,4.972972973,0.162162162,0.027027027,7307,527,0.842065689,0.616666667,0.37,14,33.271,11.78788667,6.3580912,43.88511827,1069.081081,14.94594595,0.6875,28,285,840,0,0,0,0,0,0,0,0
65535,527,0.050505051,0.050505051,0.111111111,0.03030303,0.101010101,0.070707071,1.686868687,1.808080808,0.070707071,0.595959596,0.070707071,0.03030303,0.919191919,0.353535354,0.090909091,0.252525253,0.080808081,0.050505051,1.363636364,0.01010101,0.575757576,0.424242424,0.343434343,0.444444444,0.292929293,1.050505051,0.222222222,4.424242424,0.303030303,0.101010101,7506,1410,0.727871522,0.76744186,0.6,14,56.436,14.97808978,10.27067884,13.98717448,686.969697,18.83838384,0.903846154,57,100,655,897,1310,0,0,0,0,0,0
65535,541,0.106382979,0.021276596,0.127659574,0.042553191,0.127659574,0.021276596,2.574468085,1.531914894,0.085106383,0.574468085,0.021276596,0,0.595744681,0.29787234,0.14893617,0.361702128,0.021276596,0.042553191,0.85106383,0,0.446808511,0.489361702,0.659574468,0.212765957,0.276595745,1.085106383,0.14893617,4.723404255,0.212765957,0.106382979,7706,669,0.92413523,0.626666667,0.361538462,14,49.473,15.29615198,5.844132548,29.98046608,990.0638298,15.0212766,0.743589744,71,14,71,470,741,883,0,0,0,0,0
65535,556,0,0.157894737,0.105263158,0.052631579,0.026315789,0,0.921052632,0.657894737,0.078947368,0.710526316,0.026315789,0.026315789,0.421052632,0.342105263,0.026315789,0.184210526,0.078947368,0.052631579,0.552631579,0,0.578947368,0.5,2.236842105,0.236842105,0.368421053,0.710526316,0.368421053,2.605263158,0.157894737,0.157894737,7919,541,0.832000327,0.690909091,0.422222222,14,33.627,11.23790887,6.234512468,-52.285843,1108.368421,15.39473684,0.8,43,299,755,783,0,0,0,0,0,0,0
65535,570,0.039130435,0.126086957,0.143478261,0.060869565,0.030434783,0.047826087,2.160869565,1.347826087,0.082608696,0.473913043,0.060869565,0.030434783,0.526086957,0.239130435,0.126086957,0.330434783,0.082608696,0.052173913,0.991304348,0.013043478,0.504347826,0.369565217,0.256521739,0.265217391,0.291304348,0.643478261,0.104347826,2.656521739,0.256521739,0.104347826,8119,3276,0.603569985,0.486257928,0.353846154,14,189.018,25.59265307,20.40527881,-62.89079092,41.04782609,18.79130435,0,0,0,0,0,0,0,0,0,0,0,0
65535,584,0.05,0.25,0.083333333,0.016666667,0.016666667,0.016666667,3.483333333,0.916666667,0.066666667,0.366666667,0.033333333,0,0.466666667,0.25,0.066666667,0.166666667,0.016666667,0.033333333,0.5,0.033333333,0.383333333,0.2,1.916666667,0.183333333,0.133333333,0.616666667,0.033333333,2.216666667,0.216666667,0.133333333,8318,855,0.594749941,0.652173913,0.454545455,14,53.484,11.55014079,9.285282444,-78.45491038,150.1,17.21666667,0.195121951,28,641,1011,0,0,0,0,0,0,0,0
65535,598,0.109090909,0.145454545,0.145454545,0.072727273,0.072727273,0.054545455,3.272727273,2.163636364,0.072727273,0.254545455,0.109090909,0.036363636,1.072727273,0.436363636,0.090909091,0.436363636,0.054545455,0.090909091,1.127272727,0.036363636,0.472727273,0.309090909,0.818181818,0.418181818,0.236363636,0.727272727,0.163636364,5.8,0.436363636,0.036363636,8518,783,0.534526284,0.774647887,0.5,14,32.32,9.981706735,8.436057927,-3.586275777,754.1636364,17.65454545,0.540540541,43,399,798,969,0,0,0,0,0,0,0
65535,612,0.078864353,0.094637224,0.160883281,0.056782334,0.072555205,0.047318612,2.012618297,1.694006309,0.03785489,0.466876972,0.050473186,0.072555205,0.697160883,0.264984227,0.082018927,0.296529968,0.063091483,0.050473186,0.741324921,0.018927445,0.488958991,0.432176656,2.151419558,0.305993691,0.258675079,0.936908517,0.116719243,5.277602524,0.246056782,0.123028391,8717,4515,0.890988791,0.475262369,0.343073593,14,235.381,38.88745632,17.65588911,-3.631557484,854.7097792,18.86435331,0.157657658,57,43,256,356,1852,0,0,0,0,0,0
65535,627,0.032786885,0.032786885,0.163934426,0.016393443,0,0.032786885,1.114754098,0.983606557,0.098360656,0.68852459,0.06557377,0.032786885,0.672131148,0.278688525,0.06557377,0.278688525,0.098360656,0.081967213,0.786885246,0,0.426229508,0.442622951,1.491803279,0.295081967,0.163934426,1.049180328,0.06557377,4.557377049,0.245901639,0.131147541,8931,869,0.835930404,0.61,0.435714286,14,53.435,14.58445824,8.004467819,-3.770157535,1053.901639,16.19672131,0.773584906,71,214,484,826,840,1068,0,0,0,0,0
65535,641,0.037037037,0.138888889,0.138888889,0.111111111,0.055555556,0.037037037,0.814814815,0.916666667,0.092592593,0.444444444,0.083333333,0.018518519,0.509259259,0.212962963,0.074074074,0.231481481,0.064814815,0.138888889,0.638888889,0.018518519,0.37037037,0.37037037,0.453703704,0.203703704,0.083333333,1.074074074,0.037037037,3.166666667,0.296296296,0.12037037,9130,1538,0.67739674,0.857142857,0.6,14,41.864,14.63168657,10.76333017,19.54706527,164.037037,19.26851852,0.288461538,28,584,1011,0,0,0,0,0,0,0,0
65535,655,0.068181818,0.079545455,0.125,0.045454545,0.034090909,0.011363636,1.511363636,1.272727273,0.079545455,0.613636364,0.079545455,0.034090909,0.681818182,0.284090909,0.056818182,0.238636364,0.034090909,0.056818182,0.931818182,0,0.579545455,0.352272727,0.715909091,0.238636364,0.318181818,0.886363636,0.136363636,2.647727273,0.227272727,0.079545455,9330,1253,0.864677938,0.75862069,0.451282051,14,49.729,17.30030529,8.69040439,51.30468379,697.6818182,14.65909091,0.789473684,85,100,328,527,669,897,1310,0,0,0,0
65535,669,0.083333333,0.055555556,0.138888889,0.083333333,0.027777778,0.055555556,1.472222222,1.611111111,0.055555556,0.416666667,0,0.027777778,0.472222222,0.277777778,0.055555556,0.388888889,0.027777778,0.083333333,0.694444444,0.055555556,0.638888889,0.194444444,1.111111111,0.388888889,0.333333333,0.916666667,0.055555556,3.138888889,0.305555556,0.194444444,9529,513,0.813082799,0.75,0.428571429,14,28.301,10.30602992,5.999635307,82.10340658,703.0277778,19.5,0.931034483,85,328,655,684,897,1182,1424,0,0,0,0
65535,698,0.070422535,0.197183099,0.14084507,0.070422535,0.042253521,0.056338028,1.746478873,1.830985915,0.070422535,0.464788732,0.042253521,0.070422535,0.732394366,0.267605634,0.070422535,0.267605634,0.042253521,0,0.845070423,0,0.563380282,0.422535211,3.112676056,0.281690141,0.211267606,1.112676056,0.23943662,6.366197183,0.197183099,0.408450704,9942,1011,0.417886436,0.739583333,0.496503497,14,46.57,11.1916816,10.16763459,-78.23148973,774.9577465,18.12676056,0.85106383,71,342,399,798,812,1125,0,0,0,0,0
65535,712,0.04,0.1,0.1,0.08,0.02,0,1.82,1.46,0.02,0.26,0.02,0.04,0.5,0.36,0.08,0.46,0.04,0.08,0.64,0.02,0.8,0.38,3.32,0.2,0.1,0.68,0.14,4.56,0.32,0.18,10141,712,0.39906265,0.684931507,0.5,14,34.462,9.437067351,8.65307035,5.173236196,1120.62,18.58,14,43,427,783,997,0,0,0,0,0,0,0
65535,726,0.082352941,0.088235294,0.211764706,0.035294118,0.052941176,0.035294118,1.158823529,1.111764706,0.064705882,0.458823529,0.041176471,0.017647059,0.405882353,0.235294118,0.088235294,0.282352941,0.058823529,0.064705882,3.076470588,0.011764706,0.617647059,0.329411765,0.241176471,0.288235294,0.088235294,0.611764706,0.088235294,2.958823529,0.258823529,0.088235294,10341,2421,0.775908578,0.794392523,0.526315789,14,67.452,19.34967711,12.20665418,52.65007832,1226.511765,16.51764706,0.630136986,43,171,940,1083,0,0,0,0,0,0,0
65535,741,0.087719298,0.105263158,0.245614035,0.105263158,0.052631579,0.052631579,3.754385965,1.912280702,0.087719298,0.403508772,0.052631579,0.052631579,0.771929825,0.315789474,0.122807018,0.263157895,0.105263158,0.105263158,0.596491228,0,0.596491228,0.50877193,1.929824561,0.263157895,0.368421053,0.859649123,0.192982456,4.807017544,0.192982456,0.157894737,10555,812,0.88543478,0.678571429,0.398601399,14,41.029,14.5695882,6.771415,48.72864199,976.9122807,21.61403509,0.840909091,85,199,470,541,883,1325,1339,0,0,0,0
65535,755,0.175,0.075,0.1,0.125,0.175,0.05,1.075,1.5,0.05,0.825,0.075,0,0.425,0.15,0.1,0.3,0.075,0.075,0.625,0.025,0.575,0.45,1.7,0.25,0.1,0.65,0.125,4.325,0.125,0.075,10754,570,0.748882291,0.555555556,0.363636364,14,41.872,12.20597341,8.08893564,-52.69341507,1105.025,19.3,0.914285714,57,299,556,783,1353,0,0,0,0,0,0
65535,769,0.09375,0.09375,0.09375,0.09375,0.0625,0,0.5625,0.84375,0.0625,0.4375,0.0625,0,0.34375,0.1875,0.09375,0.0625,0.03125,0.03125,0.40625,0.0625,0.59375,0.375,0.21875,0.09375,0.125,0.53125,0.25,2.21875,0.25,0.1875,10953,456,0.873128257,0.666666667,0.380952381,14,28.284,10.596246,5.165569906,10.01299863,902.90625,20.5625,0.714285714,43,385,926,1026,0,0,0,0,0,0,0
65535,783,0.044444444,0.111111111,0.111111111,0.044444444,0.066666667,0,1.822222222,0.911111111,0.088888889,0.6,0.088888889,0.022222222,0.377777778,0.111111111,0.088888889,0.222222222,0.111111111,0.022222222,0.622222222,0,0.4,0.444444444,0.622222222,0.155555556,0.244444444,0.866666667,0.2,3.311111111,0.2,0.111111111,11153,641,0.886348102,0.918367347,0.5,14,25.58,11.72668282,5.429682616,44.2246758,1113.533333,21.57777778,0.96969697,71,556,712,755,997,1353,0,0,0,0,0
65535,798,0.093023256,0.07751938,0.139534884,0.031007752,0.023255814,0.031007752,1.759689922,1.379844961,0.031007752,0.612403101,0.085271318,0.03875969,0.713178295,0.19379845,0.139534884,0.263565891,0.07751938,0.069767442,0.736434109,0.007751938,0.558139535,0.418604651,1.798449612,0.271317829,0.19379845,0.837209302,0.108527132,4.023255814,0.263565891,0.139534884,11366,1837,0.340317018,0.697297297,0.50390625,14,75.127,14.92018017,14.02960597,21.99533678,762.8449612,22.79069767,0.728571429,100,399,598,698,969,1125,1253,1837,0,0,0
65535,812,0.083333333,0.194444444,0.222222222,0.083333333,0.055555556,0.055555556,1.777777778,1.361111111,0.138888889,0.638888889,0,0.055555556,0.777777778,0.194444444,0.138888889,0.25,0.138888889,0.083333333,1.138888889,0.055555556,0.611111111,0.333333333,3.083333333,0.416666667,0.194444444,0.916666667,0.222222222,5.888888889,0.305555556,0.027777778,11566,513,0.801876685,0.857142857,0.5,14,23.711,9.460671672,5.65265262,49.74126404,780.9722222,22.13888889,0.857142857,57,342,698,869,1125,0,0,0,0,0,0
65535,826,0.095238095,0.047619048,0.19047619,0,0.047619048,0.047619048,1.857142857,1.619047619,0.119047619,0.642857143,0.023809524,0.023809524,0.833333333,0.261904762,0.119047619,0.214285714,0.119047619,0.047619048,0.785714286,0,0.80952381,0.333333333,0.547619048,0.476190476,0.119047619,1.166666667,0.095238095,4.095238095,0.19047619,0.095238095,11765,598,0.56141643,0.823529412,0.583333333,14,30.352,8.971605131,7.424303246,-11.49035822,1045.142857,22.16666667,0.903225806,57,484,627,1068,1296,0,0,0,0,0,0
65535,840,0.092105263,0.210526316,0.184210526,0.039473684,0.092105263,0.052631579,1.657894737,1.710526316,0.039473684,0.881578947,0.039473684,0.039473684,0.763157895,0.289473684,0.197368421,0.328947368,0.026315789,0.065789474,0.986842105,0.013157895,0.578947368,0.434210526,1.184210526,0.355263158,0.157894737,1.184210526,0.171052632,5.710526316,0.25,0.078947368,11965,1083,0.964139782,0.542857143,0.395833333,14,72.712,25.38927573,6.738185602,-1.381839281,1070.118421,21.48684211,0.447761194,43,513,627,1068,0,0,0,0,0,0,0
