ImageId,CellId,Cell_141Pr_AQP4,Cell_143Nd_SQSTM1,Cell_145Nd_UBQLN2,Cell_147Sm_Glutaminase,Cell_149Sm_C9orf72,Cell_150Nd_PDL1,Cell_151Eu_MAP2,Cell_152Sm_ATXN2,Cell_153Eu_ORF1,Cell_154Sm_pTDP43,Cell_155Gd_FoxP3,Cell_156Gd_CH24H,Cell_158Gd_GFAP,Cell_159Tb_IL6ST,Cell_160Gd_IBA1,Cell_161Dy_CX3CR1,Cell_162Dy_pTBK1,Cell_163Dy_CD4,Cell_164Dy_TMEM119,Cell_165Ho_PD1,Cell_166Er_GAD67,Cell_167Er_CD8,Cell_168Er_FUS,Cell_169Tm_ChAT,Cell_170Er_APOE,Cell_171Yb_TREM2,Cell_172Yb_PDL2,Cell_174Yb_MHCclassII,Cell_175Lu_TDP43,Cell_176Yb_TBK1,Cell_1_ALS_F_FrontalCrtx_240511_1_cellmasked,Area,Eccentricity,Solidity,Extent,EulerNumber,Perimeter,MajorAxisLength,MinorAxisLength,Orientation,X_position,Y_position,Percent_Touching,Number_Neighbors,neighbour_4_CellId1,neighbour_4_CellId2,neighbour_4_CellId3,neighbour_4_CellId4,neighbour_4_CellId5,neighbour_4_CellId6
562861,152,0.673913043,0.163043478,0.597826087,0.097826087,0.163043478,0.119565217,3.206521739,2.010869565,0.152173913,0.25,0.152173913,0.097826087,5.260869565,0.619565217,0.456521739,0.423913043,0.163043478,0.119565217,0.956521739,0.010869565,0.402173913,0.152173913,2.184782609,0.391304348,1.293478261,0.543478261,0.25,8.369565217,0.239130435,0.206521739,12609,92,0.647976169,0.948453608,0.707692308,1,32.328,12.52382281,9.538902516,9.979750216,148.4565217,150.4673913,0.146341463,1,137,0,0,0,0,0
562861,153,0.520547945,0.073059361,0.210045662,0.068493151,0.01826484,0.0456621,1.707762557,1.442922374,0.02283105,0.146118721,0.0456621,0.03652968,7.159817352,0.296803653,0.452054795,0.251141553,0.068493151,0.04109589,0.251141553,0.00456621,0.210045662,0.082191781,0.589041096,0.191780822,0.392694064,0.283105023,0.063926941,4.844748858,0.155251142,0.095890411,12692,219,0.734720329,0.842307692,0.579365079,1,61.555,21.86167504,14.83030741,-51.64892466,382.0776256,151.9817352,0.425,1,145,0,0,0,0,0
562861,154,1.02970297,0.128712871,0.277227723,0.089108911,0.178217822,0.089108911,2.02970297,2.831683168,0.03960396,0.336633663,0.02970297,0.04950495,8.217821782,0.455445545,0.168316832,0.297029703,0.079207921,0.069306931,0.138613861,0.01980198,0.465346535,0.118811881,0.405940594,0.366336634,0.465346535,0.336633663,0.118811881,5.287128713,0.178217822,0.079207921,12775,101,0.497921825,0.952830189,0.706293706,1,33.271,12.24846023,10.62213318,-5.774847046,556.2772277,153.0891089,0,0,0,0,0,0,0,0
562861,155,0.801886792,0.141509434,0.547169811,0.094339623,0.094339623,0.028301887,3.018867925,2.462264151,0.075471698,0.301886792,0.075471698,0.094339623,3.962264151,0.349056604,0.160377358,0.358490566,0.113207547,0.056603774,0.349056604,0.028301887,0.386792453,0.188679245,1.943396226,0.471698113,0.924528302,0.962264151,0.160377358,11.12264151,0.254716981,0.188679245,12858,106,0.473309829,0.92173913,0.736111111,1,36.248,12.58555612,11.08656635,-30.94617367,730.6415094,153.754717,0.409090909,1,165,0,0,0,0,0
562861,156,1.647058824,0.088235294,0.37254902,0.058823529,0.098039216,0.098039216,2.539215686,2.039215686,0.068627451,0.166666667,0.049019608,0.058823529,9.578431373,0.352941176,0.137254902,0.284313725,0.058823529,0.068627451,0.196078431,0.029411765,0.215686275,0.12745098,2.058823529,0.411764706,0.931372549,0.470588235,0.166666667,7.666666667,0.225490196,0.264705882,12941,102,0.26942888,0.953271028,0.708333333,1,33.552,11.686051,11.25390423,-69.45929622,688.7941176,154.2745098,0,0,0,0,0,0,0,0
562861,157,0.625,0.091666667,0.25,0.075,0.108333333,0.058333333,2.058333333,2.291666667,0.058333333,0.241666667,0.066666667,0.033333333,4.233333333,0.316666667,1.583333333,0.333333333,0.141666667,0.116666667,0.858333333,0.008333333,0.341666667,0.175,0.7,0.308333333,0.666666667,0.675,0.133333333,9,0.2,0.133333333,13024,120,0.621646749,0.9375,0.714285714,1,38.597,14.1079866,11.05075375,65.12141126,262.9083333,156.1666667,0,0,0,0,0,0,0,0
562861,158,0.878787879,0.151515152,0.353535354,0.060606061,0.151515152,0.131313131,2.929292929,2.222222222,0.080808081,0.323232323,0.070707071,0.04040404,5.95959596,0.404040404,0.111111111,0.484848485,0.090909091,0.070707071,0.525252525,0.060606061,0.353535354,0.080808081,0.868686869,0.373737374,1.060606061,0.545454545,0.171717172,10.01010101,0.151515152,0.181818182,13107,99,0.538907597,0.942857143,0.692307692,1,33.734,12.38545138,10.43306935,18.09271899,592.3434343,155.040404,0.046511628,1,141,0,0,0,0,0
562861,159,0.86407767,0.106796117,0.349514563,0.106796117,0.126213592,0.116504854,3.029126214,1.611650485,0.058252427,0.155339806,0.058252427,0.029126214,8.029126214,0.40776699,0.611650485,0.252427184,0.058252427,0.067961165,0.378640777,0.009708738,0.223300971,0.097087379,0.650485437,0.262135922,1,0.368932039,0.155339806,8.300970874,0.223300971,0.116504854,13190,103,0.625307104,0.953703704,0.72027972,1,33.734,13.04809529,10.18245656,26.29817083,761.2135922,157.0097087,0.068181818,1,146,0,0,0,0,0
562861,160,0.972727273,0.218181818,0.309090909,0.154545455,0.063636364,0.081818182,3.827272727,1.854545455,0.1,0.263636364,0.090909091,0.045454545,7.009090909,0.3,0.063636364,0.418181818,0.072727273,0.081818182,0.318181818,0.027272727,0.409090909,0.172727273,4.218181818,0.209090909,1.190909091,0.7,0.1,7.081818182,0.172727273,0.163636364,13273,110,0.741890562,0.93220339,0.666666667,1,36.645,14.59469282,9.786047833,-2.727334436,90.07272727,157.8363636,0,0,0,0,0,0,0,0
562861,162,0.659793814,0.092783505,0.164948454,0.051546392,0.082474227,0.103092784,2.453608247,1.597938144,0.051546392,0.237113402,0.051546392,0.092783505,3.670103093,0.309278351,0.577319588,0.360824742,0.030927835,0.051546392,0.463917526,0.020618557,0.319587629,0.092783505,0.515463918,0.381443299,0.742268041,0.443298969,0.206185567,8.329896907,0.154639175,0.144329897,13439,97,0.405824106,0.950980392,0.734848485,1,32.51,11.68756807,10.68186686,32.92641137,210.1134021,161.0206186,0,0,0,0,0,0,0,0
562861,163,1.160839161,0.307692308,0.482517483,0.111888112,0.146853147,0.167832168,8.531468531,3.363636364,0.160839161,0.293706294,0.132867133,0.132867133,5.118881119,0.482517483,0.153846154,0.566433566,0.132867133,0.027972028,0.461538462,0.034965035,0.482517483,0.216783217,3.797202797,0.447552448,2.741258741,0.573426573,0.181818182,14.90909091,0.321678322,0.160839161,13522,143,0.621096648,0.959731544,0.794444444,1,40.813,15.37851592,12.05266551,5.238830942,299.9160839,160.3216783,0.4,1,150,0,0,0,0,0
562861,164,0.546296296,0.166666667,0.25,0.046296296,0.027777778,0.092592593,1.074074074,1.648148148,0.046296296,0.148148148,0.027777778,0.046296296,3.555555556,0.25,0.194444444,0.222222222,0.046296296,0.046296296,0.166666667,0.018518519,0.388888889,0.074074074,0.518518519,0.25,0.240740741,0.601851852,0.111111111,4.638888889,0.175925926,0.083333333,13605,108,0.646353704,0.955752212,0.692307692,1,35.14,13.52992351,10.32384489,34.614204,467.5925926,161.8333333,0.155555556,1,166,0,0,0,0,0
562861,165,0.806896552,0.137931034,0.510344828,0.082758621,0.144827586,0.096551724,2.579310345,2.406896552,0.027586207,0.268965517,0.04137931,0.055172414,6.427586207,0.455172414,0.682758621,0.331034483,0.131034483,0.055172414,0.572413793,0.020689655,0.413793103,0.179310345,1.806896552,0.255172414,0.834482759,0.662068966,0.124137931,11.75862069,0.282758621,0.2,13688,145,0.790491454,0.935483871,0.671296296,1,43.104,17.53460977,10.73947627,-1.600338443,726.2206897,162.7310345,0.327272727,1,155,0,0,0,0,0
562861,166,0.451612903,0.15483871,0.251612903,0.070967742,0.070967742,0.058064516,1.303225806,4.019354839,0.038709677,0.496774194,0.064516129,0.058064516,4.24516129,0.432258065,0.109677419,0.206451613,0.032258065,0.025806452,0.141935484,0.006451613,0.529032258,0.109677419,0.283870968,0.335483871,0.258064516,0.264516129,0.109677419,3.980645161,0.225806452,0.070967742,13771,155,0.689812169,0.950920245,0.701357466,1,43.104,16.6247501,12.03612586,-18.03053858,479.4580645,170.5354839,0.127272727,1,164,0,0,0,0,0
562861,167,0.427350427,0.196581197,0.341880342,0.094017094,0.05982906,0.034188034,1.854700855,1.564102564,0.025641026,0.205128205,0.05982906,0.008547009,3.581196581,0.256410256,0.188034188,0.256410256,0.05982906,0.034188034,0.282051282,0.017094017,0.179487179,0.051282051,0.777777778,0.179487179,0.709401709,0.35042735,0.188034188,6.897435897,0.213675214,0.11965812,13854,117,0.648517678,0.959016393,0.75974026,1,36.066,14.05548103,10.69902645,15.73083022,75.77777778,174.017094,0,0,0,0,0,0,0,0
562861,170,1.42,0.13,0.31,0.12,0.06,0.09,1.37,2.38,0.05,0.2,0.11,0.08,22.08,0.5,0.29,0.35,0.05,0.06,0.22,0.06,0.23,0.09,0.69,0.3,0.94,0.45,0.18,7.06,0.17,0.16,14102,100,0.362204294,0.961538462,0.757575758,1,32.328,11.73939237,10.94227277,0,276.5,178,0,0,0,0,0,0,0,0
562861,171,0.541284404,0.128440367,0.422018349,0.082568807,0.146788991,0.137614679,2.183486239,1.908256881,0.082568807,0.183486239,0.128440367,0.082568807,4.935779817,0.357798165,0.211009174,0.211009174,0.082568807,0.036697248,0.339449541,0.027522936,0.321100917,0.082568807,0.95412844,0.330275229,0.688073394,0.366972477,0.165137615,9.52293578,0.165137615,0.091743119,14185,109,0.370761912,0.96460177,0.756944444,1,34.288,12.29619814,11.41982288,50.46057101,510.5688073,179.2018349,0,0,0,0,0,0,0,0
562861,172,0.410852713,0.209302326,0.782945736,0.139534884,0.07751938,0.085271318,2.534883721,2.689922481,0.03875969,0.294573643,0.07751938,0.023255814,6.147286822,0.310077519,0.170542636,0.418604651,0.031007752,0.062015504,0.372093023,0.015503876,0.441860465,0.100775194,2.426356589,0.317829457,0.720930233,0.488372093,0.100775194,10.72868217,0.162790698,0.201550388,14268,129,0.79880759,0.955555556,0.758823529,1,40.077,16.64204261,10.01162978,8.907155112,377.0852713,180.8139535,0,0,0,0,0,0,0,0
562861,173,0.84375,0.083333333,0.333333333,0.052083333,0.104166667,0.135416667,1.802083333,1.916666667,0.041666667,0.125,0.03125,0.03125,6.46875,0.3125,0.145833333,0.302083333,0.052083333,0.052083333,0.166666667,0.041666667,0.364583333,0.020833333,0.447916667,0.25,0.729166667,0.34375,0.104166667,5.520833333,0.09375,0.135416667,14351,96,0.477201494,0.95049505,0.615384615,1,33.751,11.89011364,10.44895944,-20.75108245,691,179.5833333,0,0,0,0,0,0,0,0
562861,174,0.756756757,0.108108108,0.558558559,0.144144144,0.126126126,0.126126126,3.603603604,3.018018018,0.099099099,0.252252252,0.099099099,0.108108108,10.00900901,0.324324324,0.216216216,0.396396396,0.09009009,0.063063063,0.531531532,0.036036036,0.468468468,0.117117117,1.225225225,0.306306306,1.099099099,0.603603604,0.108108108,9.963963964,0.288288288,0.153153153,14434,111,0.540539437,0.932773109,0.660714286,1,35.719,13.05128963,10.98029372,7.02174759,657.3513514,181.6126126,0,0,0,0,0,0,0,0
562861,175,0.651785714,0.098214286,0.366071429,0.053571429,0.080357143,0.044642857,1.464285714,1.991071429,0.089285714,0.196428571,0.035714286,0.053571429,3.910714286,0.491071429,0.196428571,0.232142857,0.017857143,0.053571429,0.276785714,0.017857143,0.303571429,0.107142857,1.785714286,0.151785714,0.633928571,0.410714286,0.071428571,6.0625,0.160714286,0.098214286,14517,112,0.768423677,0.965517241,0.615384615,1,36.844,15.05511249,9.634390437,38.38768188,325.5,182.6964286,0,0,0,0,0,0,0,0
562861,176,0.616161616,0.252525253,0.333333333,0.101010101,0.171717172,0.050505051,3.01010101,2.373737374,0.050505051,0.262626263,0.070707071,0.060606061,5.696969697,0.313131313,0.393939394,0.454545455,0.070707071,0.03030303,0.454545455,0.03030303,0.444444444,0.060606061,0.686868687,0.343434343,0.656565657,0.484848485,0.181818182,8.575757576,0.292929293,0.191919192,14600,99,0.572413306,0.961165049,0.692307692,1,32.907,12.49487277,10.24536144,-16.24302874,191.1010101,184,0,0,0,0,0,0,0,0
562861,177,1.371212121,0.143939394,0.424242424,0.060606061,0.098484848,0.136363636,2.878787879,3.098484848,0.113636364,0.310606061,0.045454545,0.090909091,9.318181818,0.5,0.174242424,0.386363636,0.060606061,0.090909091,0.318181818,0.03030303,0.348484848,0.053030303,0.613636364,0.416666667,0.992424242,0.53030303,0.113636364,9.757575758,0.227272727,0.128787879,14683,132,0.809327924,0.897959184,0.554621849,1,43.857,17.4134096,10.22788899,28.57860614,717.6590909,183.3257576,0.654545455,2,169,179,0,0,0,0
562861,178,1.027027027,0.18018018,0.459459459,0.072072072,0.108108108,0.135135135,3.279279279,2.711711712,0.153153153,0.27027027,0.054054054,0.072072072,7.081081081,0.54954955,0.171171171,0.576576577,0.099099099,0.045045045,0.45045045,0.009009009,0.45045045,0.117117117,1.45045045,0.378378378,1.315315315,0.693693694,0.252252252,11.61261261,0.342342342,0.198198198,14766,111,0.332608611,0.940677966,0.711538462,1,35.694,12.38193995,11.67697366,25.69544495,524.7927928,185.7837838,0,0,0,0,0,0,0,0
562861,179,1.790123457,0.222222222,0.407407407,0.086419753,0.098765432,0.185185185,6.148148148,2.765432099,0.148148148,0.24691358,0.135802469,0.086419753,9.419753086,0.469135802,0.962962963,0.49382716,0.074074074,0.148148148,0.765432099,0.061728395,0.382716049,0.209876543,4.925925926,0.395061728,2.333333333,0.62962963,0.160493827,10.40740741,0.222222222,0.160493827,14849,81,0.560175143,0.941860465,0.736363636,1,29.417,11.2481996,9.317718306,37.22212017,723.8148148,189.345679,0.447368421,1,177,0,0,0,0,0
