ImageId,CellId,Cell_141Pr_AQP4,Cell_143Nd_SQSTM1,Cell_145Nd_UBQLN2,Cell_147Sm_Glutaminase,Cell_149Sm_C9orf72,Cell_150Nd_PDL1,Cell_151Eu_MAP2,Cell_152Sm_ATXN2,Cell_153Eu_ORF1,Cell_154Sm_pTDP43,Cell_155Gd_FoxP3,Cell_156Gd_CH24H,Cell_158Gd_GFAP,Cell_159Tb_IL6ST,Cell_160Gd_IBA1,Cell_161Dy_CX3CR1,Cell_162Dy_pTBK1,Cell_163Dy_CD4,Cell_164Dy_TMEM119,Cell_165Ho_PD1,Cell_166Er_GAD67,Cell_167Er_CD8,Cell_168Er_FUS,Cell_169Tm_ChAT,Cell_170Er_APOE,Cell_171Yb_TREM2,Cell_172Yb_PDL2,Cell_174Yb_MHCclassII,Cell_175Lu_TDP43,Cell_176Yb_TBK1,Cell_191Ir_191Ir,Cell_193Ir_193Ir,Cell_CellMasked,Area,Eccentricity,Solidity,Extent,EulerNumber,Perimeter,MajorAxisLength,MinorAxisLength,Orientation,X_position,Y_position,Percent_Touching,Number_Neighbors,neighbour_4_CellId1,neighbour_4_CellId2,neighbour_4_CellId3,neighbour_4_CellId4,neighbour_4_CellId5,neighbour_4_CellId6,neighbour_4_CellId7,neighbour_4_CellId8,neighbour_4_CellId9,Selection,Sel01
65535,18662,1.727272727,0.060606061,0.212121212,0.015151515,0.015151515,0.03030303,0.96969697,1.378787879,0.03030303,0.075757576,0,0.045454545,4.712121212,0.424242424,0.045454545,0.151515152,0.045454545,0,0.196969697,0,0.242424242,0.106060606,0.484848485,0.136363636,0.272727273,0.318181818,0.090909091,4.151515152,0.03030303,0.03030303,15.65151515,27.96969697,18662,1790,0.607590215,0.970588235,0.666666667,27,26.986,10.43119762,8.284985728,11.73653991,1454.848485,107.5,0,0,0,0,0,0,0,0,0,0,0,0,1
65535,18689,0.776119403,0.089552239,0.074626866,0,0.014925373,0.014925373,0.268656716,1.179104478,0.044776119,0.149253731,0.044776119,0.044776119,8.925373134,0.179104478,0.074626866,0.059701493,0.014925373,0.029850746,0.134328358,0.014925373,0.268656716,0.119402985,0.164179104,0.194029851,0.134328358,0.164179104,0.029850746,1.447761194,0.014925373,0,19.98507463,35.40298507,18689,1817,0.709486033,0.943661972,0.761363636,27,27.796,11.18639839,7.883273049,-86.94339952,7.358208955,109.3731343,0.676470588,81,18174,18825,19883,0,0,0,0,0,0,0,0
65535,18717,0.363636364,0.121212121,0.121212121,0.015151515,0,0.075757576,0.136363636,0.848484848,0.03030303,0.166666667,0.015151515,0.060606061,2.818181818,0.060606061,0,0.075757576,0.015151515,0.015151515,0.045454545,0.015151515,0.212121212,0.090909091,0.227272727,0.075757576,0.045454545,0.196969697,0.106060606,1.484848485,0.03030303,0.045454545,17.92424242,33.66666667,18717,1790,0.499323857,0.956521739,0.666666667,27,27.912,10.0506306,8.708021372,13.14052051,47.81818182,108.3333333,0.714285714,109,18988,19395,19530,19666,0,0,0,0,0,0,0
65535,18744,0.746031746,0.063492063,0.26984127,0,0.015873016,0.063492063,0.222222222,0.841269841,0.031746032,0.301587302,0.031746032,0.031746032,4.206349206,0.111111111,0.079365079,0.095238095,0.015873016,0.015873016,0.063492063,0.015873016,0.253968254,0.19047619,0.222222222,0.142857143,0.031746032,0.111111111,0.031746032,1.698412698,0.047619048,0.031746032,18.03174603,34.77777778,18744,1709,0.537565555,0.954545455,0.572727273,27,28.02,10.18459191,8.587871556,58.76155417,174.7777778,108.9047619,0.416666667,54,17550,19747,0,0,0,0,0,0,0,0,0
65535,18771,0.8,0.046153846,0.076923077,0.030769231,0.107692308,0.092307692,0.353846154,0.815384615,0.030769231,0.246153846,0,0,4.907692308,0.076923077,0.076923077,0.107692308,0.015384615,0.015384615,0.138461538,0.015384615,0.2,0.138461538,0.276923077,0.138461538,0.153846154,0.138461538,0.076923077,1.569230769,0.046153846,0.015384615,18.49230769,33.96923077,18771,1763,0.638121396,0.955882353,0.738636364,27,27.424,10.59839154,8.160080714,86.13151799,636.4307692,109.5538462,0.878787879,54,18255,19178,0,0,0,0,0,0,0,0,0
65535,18798,0.721311475,0.081967213,0.081967213,0,0.016393443,0,0.360655738,0.68852459,0.032786885,0.229508197,0.032786885,0.016393443,1.245901639,0.180327869,0.06557377,0.081967213,0.06557377,0.032786885,0.278688525,0,0.360655738,0.131147541,0.245901639,0.081967213,0.147540984,0.31147541,0.049180328,2.278688525,0.016393443,0,16.16393443,787,18798,1655,0.416473035,0.968253968,0.677777778,27,25.58,9.393734446,8.540295529,-2.304289533,1091.491803,108.6885246,0,0,0,0,0,0,0,0,0,0,0,0,1
65535,18825,0.564285714,0.057142857,0.178571429,0.014285714,0.028571429,0.092857143,0.178571429,1.035714286,0.028571429,0.171428571,0.014285714,0.035714286,6.285714286,0.157142857,0.15,0.107142857,0.05,0.071428571,0.128571429,0,0.285714286,0.092857143,0.407142857,0.114285714,0.221428571,0.207142857,0.092857143,1.942857143,0.092857143,0.014285714,19.09285714,36.07142857,18825,3798,0.840350899,0.952380952,0.555555556,27,43.866,18.45688475,10.00442098,-30.206561,21.25,111.8785714,0.566666667,136,18689,19883,20290,20588,20724,0,0,0,0,0,0
65535,18852,0.555555556,0.095238095,0.047619048,0,0,0.015873016,0.53968254,0.714285714,0.031746032,0.444444444,0.063492063,0,3.333333333,0.047619048,0.047619048,0.126984127,0.063492063,0.095238095,0.142857143,0.063492063,0.46031746,0.238095238,0.222222222,0.095238095,0.142857143,0.142857143,0.015873016,1.80952381,0.047619048,0.015873016,19.34920635,36.73015873,18852,1709,0.55836193,0.9,0.7,27,29.318,10.24029103,8.495319488,-23.17447244,386.5238095,109.6190476,0.771428571,109,18337,19286,19802,19937,0,0,0,0,0,0,0
65535,18879,0.987261146,0.089171975,0.095541401,0.025477707,0.031847134,0.063694268,0.305732484,0.955414013,0.012738854,0.286624204,0.050955414,0.050955414,5.598726115,0.127388535,0.089171975,0.050955414,0.025477707,0.012738854,0.133757962,0.031847134,0.280254777,0.121019108,0.248407643,0.063694268,0.082802548,0.146496815,0.070063694,1.815286624,0.089171975,0.031847134,20.33121019,37.33121019,18879,4259,0.820968705,0.907514451,0.63562753,27,48.116,19.47237574,11.11820452,-3.16252639,474.9171975,110.3949045,0.491525424,54,17279,20154,0,0,0,0,0,0,0,0,0
65535,18906,0.835616438,0.095890411,0.04109589,0.02739726,0.01369863,0.068493151,0.150684932,1.01369863,0.02739726,0.219178082,0.04109589,0.02739726,5.356164384,0.068493151,0.068493151,0.109589041,0.02739726,0.01369863,0.164383562,0.01369863,0.164383562,0.04109589,0.232876712,0.04109589,0.04109589,0.068493151,0.123287671,0.876712329,0.095890411,0.04109589,16.08219178,28.61643836,18906,1980,0.693331157,0.960526316,0.675925926,27,29.128,11.54862646,8.322160964,-5.888084682,498.1506849,110.0136986,0.243243243,27,20371,0,0,0,0,0,0,0,0,0,0
