ImageId,CellId,Cell_141Pr_AQP4,Cell_143Nd_SQSTM1,Cell_145Nd_UBQLN2,Cell_147Sm_Glutaminase,Cell_149Sm_C9orf72,Cell_150Nd_PDL1,Cell_151Eu_MAP2,Cell_152Sm_ATXN2,Cell_153Eu_ORF1,Cell_154Sm_pTDP43,Cell_155Gd_FoxP3,Cell_156Gd_CH24H,Cell_158Gd_GFAP,Cell_159Tb_IL6ST,Cell_160Gd_IBA1,Cell_161Dy_CX3CR1,Cell_162Dy_pTBK1,Cell_163Dy_CD4,Cell_164Dy_TMEM119,Cell_165Ho_PD1,Cell_166Er_GAD67,Cell_167Er_CD8,Cell_168Er_FUS,Cell_169Tm_ChAT,Cell_170Er_APOE,Cell_171Yb_TREM2,Cell_172Yb_PDL2,Cell_174Yb_MHCclassII,Cell_175Lu_TDP43,Cell_176Yb_TBK1,Cell_6_Control_M_FrontalCrtx_240424_1_cellmas,Area,Eccentricity,Solidity,Extent,EulerNumber,Perimeter,MajorAxisLength,MinorAxisLength,Orientation,X_position,Y_position,Percent_Touching,Number_Neighbors,neighbour_4_CellId1,neighbour_4_CellId2,neighbour_4_CellId3,neighbour_4_CellId4,neighbour_4_CellId5,neighbour_4_CellId6,neighbour_4_CellId7,neighbour_4_CellId8,neighbour_4_CellId9,neighbour_4_CellId10
18963,1,0.06779661,0.13559322,0.305084746,0.016949153,0.016949153,0.050847458,0.338983051,1.118644068,0,0.271186441,0.033898305,0.033898305,0.576271186,0.372881356,0.084745763,0.389830508,0.033898305,0.050847458,0.593220339,0,0.491525424,0.288135593,0.711864407,0.288135593,0.322033898,0.610169492,0.06779661,18.91525424,0.203389831,0.13559322,73,59,0.909724833,0.893939394,0.648351648,1,29.392,14.01236671,5.81809813,14.66378026,79.52542373,4.830508475,0.666666667,2,4,9,0,0,0,0,0,0,0,0
18963,2,0.109090909,0.163636364,0.309090909,0.018181818,0.018181818,0,0.363636364,0.781818182,0.072727273,0.454545455,0.054545455,0,0.218181818,0.254545455,0.072727273,0.163636364,0,0.054545455,0.618181818,0,0.290909091,0.363636364,0.381818182,0.254545455,0.563636364,0.618181818,0.054545455,12.03636364,0.036363636,0.072727273,146,55,0.493383703,0.948275862,0.763888889,1,24.612,9.161799549,7.969041118,65.35856077,740.0363636,6.309090909,0.517241379,1,3,0,0,0,0,0,0,0,0,0
18963,3,0.058252427,0.097087379,0.184466019,0.048543689,0.048543689,0.009708738,0.699029126,1.213592233,0.067961165,0.398058252,0.048543689,0.038834951,0.54368932,0.262135922,0.038834951,0.417475728,0.058252427,0.048543689,0.524271845,0.009708738,0.621359223,0.446601942,0.533980583,0.252427184,0.485436893,0.708737864,0.048543689,14.34951456,0.155339806,0.13592233,219,103,0.323309752,0.919642857,0.66025641,1,37.257,12.34766459,11.68451093,-87.79648882,732.6116505,9.048543689,0.4,1,2,0,0,0,0,0,0,0,0,0
18963,4,0.120481928,0.072289157,0.253012048,0.048192771,0.012048193,0.036144578,1.072289157,1.084337349,0.048192771,0.253012048,0.024096386,0.072289157,0.686746988,0.180722892,0.060240964,0.204819277,0.048192771,0.012048193,0.638554217,0,0.289156627,0.34939759,1.722891566,0.289156627,0.385542169,0.481927711,0.072289157,11.74698795,0.096385542,0.060240964,292,83,0.590155541,0.922222222,0.638461538,1,31.675,11.65258158,9.407007483,-80.60277788,86.46987952,9.807228916,0.65,2,1,9,0,0,0,0,0,0,0,0
18963,5,0.063829787,0.127659574,0.255319149,0,0.010638298,0.063829787,0.64893617,1.542553191,0.031914894,0.521276596,0.085106383,0,0.436170213,0.244680851,0.063829787,0.265957447,0.021276596,0.010638298,0.553191489,0,0.744680851,0.35106383,0.595744681,0.212765957,0.446808511,0.627659574,0.074468085,14.65957447,0.085106383,0.063829787,365,94,0.571842018,0.94,0.723076923,1,32.601,12.21571685,10.02133146,-14.01047935,447.6914894,8.425531915,0.512195122,2,7,14,0,0,0,0,0,0,0,0
18963,6,0.087378641,0.087378641,0.194174757,0.038834951,0.058252427,0.038834951,0.398058252,0.86407767,0.058252427,0.291262136,0.009708738,0.019417476,0.378640777,0.194174757,0.029126214,0.194174757,0.029126214,0.058252427,0.67961165,0,0.388349515,0.330097087,0.398058252,0.13592233,0.32038835,0.388349515,0.048543689,12.39805825,0.058252427,0.067961165,438,103,0.513731029,0.944954128,0.72027972,1,34.379,12.50507679,10.72874686,-18.45965502,774.4466019,9.417475728,0.23255814,1,13,0,0,0,0,0,0,0,0,0
18963,7,0.083333333,0.097222222,0.194444444,0.027777778,0.027777778,0.041666667,0.472222222,0.736111111,0.013888889,0.291666667,0.013888889,0.013888889,0.361111111,0.222222222,0.055555556,0.166666667,0.055555556,0.041666667,0.625,0,0.5,0.277777778,0.402777778,0.138888889,0.444444444,0.625,0.097222222,12.65277778,0.041666667,0.097222222,511,72,0.655999715,0.947368421,0.72,1,28.656,11.17423489,8.433878223,-57.82477533,439.0694444,10.40277778,0.542857143,2,5,14,0,0,0,0,0,0,0,0
18963,8,0.114832536,0.081339713,0.368421053,0.062200957,0.052631579,0.052631579,0.622009569,1.062200957,0.023923445,0.229665072,0.071770335,0.004784689,0.311004785,0.291866029,0.062200957,0.210526316,0.038277512,0.043062201,0.473684211,0.004784689,0.349282297,0.435406699,1.014354067,0.19138756,0.210526316,0.574162679,0.062200957,16.81818182,0.105263158,0.200956938,584,209,0.437565159,0.958715596,0.725694444,1,49.563,17.29918188,15.55519437,14.6239274,268.0095694,10.42105263,0,0,0,0,0,0,0,0,0,0,0,0
18963,9,0.04,0.053333333,0.186666667,0.066666667,0.04,0.026666667,1.013333333,1.24,0.066666667,0.293333333,0.04,0.04,1.146666667,0.253333333,0,0.213333333,0.04,0.013333333,0.706666667,0.013333333,0.24,0.266666667,1.36,0.24,0.533333333,0.28,0.04,13.97333333,0.08,0.106666667,657,75,0.732731349,0.892857143,0.625,1,31.377,12.1904555,8.295824599,-44.66295752,79.29333333,12.77333333,0.657894737,2,1,4,0,0,0,0,0,0,0,0
18963,10,0.113043478,0.086956522,0.12173913,0.017391304,0.026086957,0.043478261,1.426086957,0.965217391,0.043478261,0.165217391,0.034782609,0.017391304,0.87826087,0.104347826,2.339130435,0.147826087,0.026086957,0.12173913,0.530434783,0,0.182608696,0.252173913,2.608695652,0.147826087,0.504347826,0.513043478,0.060869565,11.15652174,0.034782609,0.095652174,730,115,0.727306748,0.950413223,0.631868132,1,36.662,14.69635253,10.08629095,35.43735463,140.4869565,14.05217391,0,0,0,0,0,0,0,0,0,0,0,0
18963,11,0.111111111,0.111111111,0.111111111,0.015873016,0.015873016,0.055555556,0.674603175,1.103174603,0.023809524,0.396825397,0.055555556,0.031746032,0.444444444,0.301587302,0.071428571,0.23015873,0.063492063,0.03968254,0.674603175,0.023809524,0.5,0.373015873,0.468253968,0.182539683,0.396825397,0.658730159,0.119047619,10.48412698,0.103174603,0.047619048,803,126,0.406570823,0.90647482,0.692307692,1,40.929,13.70554959,12.52165418,-66.01669037,758.2063492,14.73809524,0.392156863,1,13,0,0,0,0,0,0,0,0,0
18963,12,0.126126126,0.117117117,0.405405405,0.045045045,0.036036036,0.108108108,0.351351351,0.828828829,0.009009009,0.261261261,0.063063063,0.018018018,0.423423423,0.153153153,0.054054054,0.243243243,0.027027027,0.045045045,0.630630631,0.009009009,0.414414414,0.387387387,1.081081081,0.243243243,0.396396396,0.810810811,0.045045045,12.48648649,0.045045045,0.108108108,876,111,0.596908234,0.940677966,0.720779221,1,36.827,13.4492296,10.79044489,10.43976421,531.7477477,17.2972973,0,0,0,0,0,0,0,0,0,0,0,0
18963,13,0.153846154,0.098901099,0.230769231,0.032967033,0.021978022,0.076923077,0.945054945,1.450549451,0.021978022,0.450549451,0.054945055,0.032967033,0.483516484,0.241758242,0.065934066,0.131868132,0.120879121,0.087912088,0.791208791,0,0.527472527,0.67032967,0.384615385,0.285714286,0.824175824,0.593406593,0.10989011,13.98901099,0.076923077,0.076923077,949,91,0.44856151,0.892156863,0.689393939,1,33.643,11.62933835,10.39374398,-77.79115349,767.3956044,17.47252747,0.666666667,2,6,11,0,0,0,0,0,0,0,0
18963,14,0.074324324,0.155405405,0.141891892,0.02027027,0.006756757,0.040540541,0.77027027,1.222972973,0.02027027,0.5,0.02027027,0.027027027,0.445945946,0.182432432,0.162162162,0.209459459,0.040540541,0.047297297,0.918918919,0.006756757,0.601351351,0.513513514,0.439189189,0.162162162,0.513513514,0.527027027,0.047297297,14.47297297,0.047297297,0.135135135,1022,148,0.649207019,0.967320261,0.770833333,1,41.384,15.87712643,12.07632905,13.38408594,445.6689189,19.93243243,0.403846154,3,5,7,21,0,0,0,0,0,0,0
18963,15,0.136690647,0.151079137,0.143884892,0.021582734,0.043165468,0.079136691,1.028776978,1.913669065,0.071942446,0.35971223,0.035971223,0.043165468,0.748201439,0.597122302,0.028776978,0.215827338,0.086330935,0.079136691,0.553956835,0,0.510791367,0.352517986,0.870503597,0.244604317,0.726618705,0.568345324,0.129496403,16.69784173,0.100719424,0.136690647,1095,139,0.729878791,0.945578231,0.668269231,1,41.045,16.21332843,11.08305171,-28.57446936,601.5827338,19.17266187,0,0,0,0,0,0,0,0,0,0,0,0
18963,16,0.182857143,0.142857143,0.154285714,0.051428571,0.028571429,0.057142857,0.565714286,1.64,0.028571429,0.291428571,0.045714286,0.028571429,0.702857143,0.342857143,0.057142857,0.222857143,0.08,0.028571429,0.668571429,0.005714286,0.348571429,0.4,2,0.251428571,1.068571429,0.474285714,0.057142857,19.26285714,0.074285714,0.12,1168,175,0.37618886,0.961538462,0.777777778,1,44.485,15.57250987,14.4286001,-37.47709392,799.8457143,23.19428571,0,0,0,0,0,0,0,0,0,0,0,0
18963,17,0.111111111,0.101851852,0.287037037,0.037037037,0.009259259,0.083333333,0.564814815,1.185185185,0.037037037,0.305555556,0.055555556,0.027777778,0.509259259,0.351851852,0.055555556,0.175925926,0.055555556,0.055555556,0.675925926,0,0.398148148,0.490740741,0.537037037,0.212962963,0.388888889,0.638888889,0.111111111,15.74074074,0.074074074,0.092592593,1241,108,0.659593472,0.939130435,0.642857143,1,35.81,13.64775503,10.25796038,25.75431359,483.5092593,26.56481481,0,0,0,0,0,0,0,0,0,0,0,0
18963,18,0.098591549,0.253521127,0.183098592,0,0.028169014,0.042253521,0.85915493,1.521126761,0.056338028,0.338028169,0.070422535,0.028169014,0.957746479,1.211267606,0.042253521,0.126760563,0.014084507,0.028169014,0.507042254,0,0.535211268,0.492957746,0.929577465,0.169014085,0.464788732,0.690140845,0.126760563,14.90140845,0.042253521,0.084507042,1314,71,0.535180843,1,0.788888889,1,27.523,10.5142629,8.881792285,67.36191938,711.6056338,27.78873239,0.441176471,1,20,0,0,0,0,0,0,0,0,0
18963,19,0.126315789,0.084210526,0.273684211,0.031578947,0.031578947,0,0.515789474,1.294736842,0.031578947,0.147368421,0.031578947,0.052631579,0.968421053,0.284210526,0.010526316,0.2,0.010526316,0.010526316,0.4,0,0.273684211,0.442105263,1.473684211,0.147368421,0.494736842,0.442105263,0.073684211,12.08421053,0.042105263,0.010526316,1387,95,0.752805747,0.95,0.664335664,1,32.998,13.65088815,8.985598039,32.04439762,345,29,0,0,0,0,0,0,0,0,0,0,0,0
18963,20,0.059171598,0.142011834,0.426035503,0.053254438,0.047337278,0.047337278,0.479289941,1.266272189,0.029585799,0.402366864,0.035502959,0.029585799,0.455621302,0.562130178,0.041420118,0.195266272,0.041420118,0.035502959,0.514792899,0.00591716,0.514792899,0.50295858,0.692307692,0.266272189,0.201183432,0.881656805,0.118343195,14.68639053,0.100591716,0.153846154,1460,169,0.475437575,0.933701657,0.754464286,1,45.428,15.82657206,13.92341822,17.84113247,722.2721893,27.44378698,0.385964912,3,18,29,30,0,0,0,0,0,0,0
18963,21,0.105691057,0.081300813,0.203252033,0.048780488,0.032520325,0.048780488,0.56097561,0.845528455,0.008130081,0.520325203,0.024390244,0.016260163,0.284552846,0.170731707,0.284552846,0.170731707,0.06504065,0.081300813,0.715447154,0.008130081,0.536585366,0.447154472,0.325203252,0.211382114,0.447154472,0.544715447,0.06504065,10.09756098,0.040650407,0.081300813,1533,123,0.635043921,0.946153846,0.683333333,1,38.233,14.36324437,11.095262,-14.30906614,433.3170732,29.91869919,0.0625,1,14,0,0,0,0,0,0,0,0,0
18963,22,0.191780822,0.068493151,0.123287671,0.054794521,0.02739726,0.068493151,0.712328767,0.95890411,0.068493151,0.123287671,0.01369863,0.02739726,1.520547945,0.136986301,0.068493151,0.109589041,0.02739726,0.082191781,0.493150685,0.01369863,0.493150685,0.356164384,0.493150685,0.150684932,0.616438356,0.602739726,0.095890411,13.64383562,0.095890411,0.136986301,1606,73,0.438679403,0.973333333,0.811111111,1,27.523,10.26112126,9.221091302,-8.975839085,95.73972603,29.32876712,0.558823529,1,25,0,0,0,0,0,0,0,0,0
18963,23,0.12455516,0.103202847,0.213523132,0.021352313,0.039145907,0.042704626,0.772241993,1.145907473,0.053380783,0.377224199,0.035587189,0.024911032,0.889679715,0.295373665,0.060498221,0.206405694,0.046263345,0.053380783,0.676156584,0.014234875,0.494661922,0.377224199,1.053380783,0.259786477,0.558718861,0.647686833,0.081850534,13.56227758,0.081850534,0.113879004,1679,281,0.526599983,0.952542373,0.704260652,1,59.223,20.68260393,17.58255467,-83.13170951,39.21708185,33.55160142,0,0,0,0,0,0,0,0,0,0,0,0
18963,24,0.075098814,0.110671937,0.150197628,0.039525692,0.031620553,0.067193676,0.695652174,1.118577075,0.039525692,0.339920949,0.011857708,0.027667984,1.086956522,0.23715415,0.027667984,0.308300395,0.043478261,0.035573123,0.533596838,0.019762846,0.5256917,0.375494071,2.577075099,0.221343874,0.490118577,0.57312253,0.086956522,13.25296443,0.04743083,0.122529644,1751,253,0.546514807,0.961977186,0.702777778,1,54.36,19.71728477,16.5122291,-64.27173148,245.3913043,34.83794466,0,0,0,0,0,0,0,0,0,0,0,0
18963,26,0.130081301,0.040650407,0.138211382,0.016260163,0.032520325,0.024390244,0.585365854,1.056910569,0.048780488,0.430894309,0.016260163,0.032520325,0.869918699,0.308943089,0.008130081,0.162601626,0.008130081,0.040650407,0.552845528,0.016260163,0.585365854,0.430894309,1.463414634,0.203252033,0.471544715,0.406504065,0.073170732,15.69918699,0.089430894,0.105691057,1897,123,0.732392242,0.953488372,0.683333333,1,38.043,15.24815258,10.38220725,27.91604621,517.3252033,38.36585366,0,0,0,0,0,0,0,0,0,0,0,0
18963,27,0.096774194,0.129032258,0.201612903,0.072580645,0.016129032,0.064516129,0.443548387,0.991935484,0.032258065,0.266129032,0.016129032,0.008064516,0.258064516,0.298387097,0.032258065,0.314516129,0.056451613,0.024193548,0.580645161,0.008064516,0.314516129,0.491935484,0.89516129,0.209677419,0.306451613,0.629032258,0.088709677,16.95967742,0.112903226,0.193548387,1970,124,0.838623269,0.892086331,0.607843137,1,42.79,17.45021016,9.505336457,-24.13686398,332.8467742,40.38709677,0.557692308,3,33,35,36,0,0,0,0,0,0,0
18963,28,0.19266055,0.073394495,0.220183486,0.055045872,0.036697248,0.073394495,0.532110092,1.275229358,0.018348624,0.513761468,0.027522936,0.036697248,0.348623853,0.339449541,0,0.229357798,0.055045872,0.04587156,0.486238532,0.018348624,0.513761468,0.568807339,0.52293578,0.146788991,0.504587156,0.743119266,0.091743119,14.49541284,0.073394495,0.119266055,2043,109,0.539417315,0.956140351,0.698717949,1,34.867,12.93805287,10.89433959,40.10971163,702.2018349,39.47706422,0,0,0,0,0,0,0,0,0,0,0,0
18963,29,0.25,0.125,0.111111111,0.069444444,0.027777778,0,0.708333333,0.986111111,0.041666667,0.402777778,0,0,0.458333333,0.208333333,0.041666667,0.166666667,0.041666667,0.041666667,0.472222222,0,0.75,0.458333333,0.527777778,0.152777778,0.5,0.555555556,0.055555556,12.38888889,0.125,0.083333333,2116,72,0.670307081,0.98630137,0.818181818,1,27.986,11.25602103,8.35291125,82.26454976,716.8611111,42.08333333,0.441176471,2,20,30,0,0,0,0,0,0,0,0
18963,30,0.10619469,0.123893805,0.17699115,0.079646018,0.03539823,0.053097345,1.150442478,1.265486726,0.03539823,0.584070796,0.053097345,0.017699115,0.353982301,0.247787611,0.115044248,0.238938053,0.044247788,0.026548673,0.663716814,0.017699115,0.610619469,0.548672566,0.752212389,0.256637168,0.584070796,0.690265487,0.097345133,13.38053097,0.07079646,0.10619469,2189,113,0.552706154,0.926229508,0.724358974,1,37.72,13.48822085,11.24076237,2.763521217,726.0619469,41.55752212,0.755555556,3,20,29,38,0,0,0,0,0,0,0
18963,31,0.095744681,0.111702128,0.239361702,0.021276596,0.031914894,0.042553191,1.606382979,1.654255319,0.042553191,0.382978723,0.031914894,0.010638298,0.478723404,0.638297872,0.026595745,0.271276596,0.085106383,0.175531915,0.228723404,0,0.436170213,0.436170213,0.845744681,0.207446809,0.819148936,1.377659574,0.260638298,13.84042553,0.10106383,0.111702128,2262,188,0.772932191,0.949494949,0.723076923,1,48.612,19.59650515,12.43375981,1.947842343,183.787234,43.0106383,0,0,0,0,0,0,0,0,0,0,0,0
18963,32,0.161290323,0.10483871,0.217741935,0.016129032,0,0.032258065,0.556451613,1.072580645,0.040322581,0.532258065,0.048387097,0.040322581,0.887096774,0.209677419,0.032258065,0.153225806,0.048387097,0.040322581,0.540322581,0.016129032,0.435483871,0.39516129,0.588709677,0.233870968,0.39516129,0.653225806,0.129032258,15.44354839,0.072580645,0.112903226,2335,124,0.632010384,0.96124031,0.738095238,1,37.009,14.33252048,11.10712889,61.69872427,226.4516129,43.75806452,0,0,0,0,0,0,0,0,0,0,0,0
18963,33,0.145833333,0.208333333,0.375,0.041666667,0.0625,0.0625,0.625,1.3125,0.020833333,0.083333333,0.020833333,0,0.5,0.416666667,0.041666667,0.333333333,0.020833333,0.041666667,0.416666667,0.041666667,0.479166667,0.5,2.75,0.083333333,0.375,0.541666667,0.125,20.64583333,0.125,0.270833333,2408,48,0.838593615,0.905660377,0.6,1,25.191,11.09120612,6.042017877,-56.81942934,324.875,42.8125,1,4,27,34,35,36,0,0,0,0,0,0
18963,34,0.032786885,0.06557377,0.229508197,0.032786885,0.032786885,0.032786885,0.786885246,1.163934426,0.016393443,0.393442623,0,0.049180328,0.393442623,0.147540984,0.081967213,0.213114754,0.049180328,0.032786885,0.426229508,0.049180328,0.524590164,0.475409836,0.803278689,0.262295082,0.409836066,0.62295082,0.114754098,15.21311475,0.032786885,0.147540984,2481,61,0.73344685,0.938461538,0.693181818,1,26.878,11.00184832,7.47847124,-78.01068785,319.0491803,44.85245902,0.882352941,3,33,36,41,0,0,0,0,0,0,0
18963,35,0,0.044444444,0.2,0.022222222,0.022222222,0,0.466666667,1,0.066666667,0.088888889,0.088888889,0.022222222,0.177777778,0.133333333,0.022222222,0.2,0,0,0.422222222,0.022222222,0.333333333,0.444444444,0.888888889,0.355555556,0.222222222,0.444444444,0.088888889,15.06666667,0.044444444,0.066666667,2554,45,0.549968508,0.97826087,0.803571429,1,21.155,8.417738124,7.03037192,-23.44114122,333.3333333,47.73333333,0.923076923,3,27,33,36,0,0,0,0,0,0,0
18963,36,0.126436782,0.126436782,0.149425287,0.045977011,0.045977011,0.068965517,0.666666667,1.183908046,0.034482759,0.287356322,0.034482759,0.057471264,0.425287356,0.379310345,0.057471264,0.275862069,0.011494253,0.057471264,0.425287356,0,0.356321839,0.390804598,0.528735632,0.149425287,0.551724138,0.609195402,0.103448276,15.20689655,0.137931034,0.091954023,2627,87,0.762576875,0.90625,0.669230769,1,34.379,13.37237433,8.650556905,29.13459597,324.816092,51.47126437,0.952380952,6,27,33,34,35,41,54,0,0,0,0
18963,37,0.083333333,0.133333333,0.25,0.041666667,0.025,0.033333333,0.616666667,1.658333333,0.041666667,0.316666667,0.05,0.016666667,0.591666667,0.658333333,0.15,0.191666667,0.05,0.05,0.616666667,0.016666667,0.375,0.458333333,0.95,0.191666667,0.425,0.633333333,0.116666667,12.70833333,0.108333333,0.058333333,2700,120,0.448829619,0.94488189,0.659340659,1,37.588,13.28986377,11.87605288,60.76219697,657.0666667,50.34166667,0.387755102,2,44,52,0,0,0,0,0,0,0,0
18963,38,0.097560976,0.06097561,0.219512195,0.048780488,0.036585366,0.036585366,0.743902439,1.073170732,0.036585366,0.317073171,0.024390244,0.024390244,0.37804878,0.158536585,0.024390244,0.219512195,0.036585366,0.073170732,0.743902439,0,0.512195122,0.317073171,0.426829268,0.280487805,0.451219512,0.695121951,0.146341463,13.76829268,0.073170732,0.12195122,2773,82,0.558661537,0.953488372,0.683333333,1,30.087,11.3384965,9.404100651,21.06621776,731.7926829,48.70731707,0.435897436,1,30,0,0,0,0,0,0,0,0,0
18963,39,0.038461538,0.096153846,0.538461538,0.076923077,0,0.076923077,0.596153846,1.076923077,0,0.211538462,0.076923077,0,0.307692308,0.288461538,0.038461538,0.365384615,0,0.038461538,0.788461538,0,0.346153846,0.711538462,1.884615385,0.211538462,0.423076923,0.653846154,0.192307692,20.55769231,0.038461538,0.288461538,2846,52,0.829572507,0.928571429,0.675324675,1,25.679,11.18370654,6.244970667,16.03108188,592.9423077,49.25,0.787878788,2,43,46,0,0,0,0,0,0,0,0
18963,40,0.085106383,0.120567376,0.29787234,0.070921986,0.035460993,0.063829787,0.411347518,0.992907801,0.042553191,0.283687943,0.056737589,0.035460993,0.312056738,0.191489362,0.056737589,0.156028369,0.042553191,0.035460993,0.482269504,0.007092199,0.340425532,0.553191489,4.907801418,0.212765957,0.361702128,0.553191489,0.106382979,16.53191489,0.120567376,0.134751773,2919,141,0.739833002,0.88125,0.5875,1,44.411,17.21228163,11.5802605,36.50493584,623.6666667,49.26950355,0.551724138,3,43,48,51,0,0,0,0,0,0,0
18963,41,0.092307692,0.076923077,0.053846154,0.038461538,0.053846154,0.030769231,0.9,1.169230769,0.046153846,0.238461538,0.023076923,0.030769231,0.723076923,0.230769231,0.053846154,0.3,0.084615385,0.038461538,0.330769231,0.007692308,0.384615385,0.338461538,12.70769231,0.184615385,0.930769231,0.446153846,0.038461538,12.57692308,0.092307692,0.169230769,2992,130,0.473888221,0.955882353,0.714285714,1,39.242,13.88916511,12.23059055,8.132481414,312.1384615,51.23846154,0.469387755,3,34,36,54,0,0,0,0,0,0,0
18963,42,0.108695652,0.108695652,0.282608696,0.043478261,0.043478261,0.054347826,0.652173913,1.347826087,0.065217391,0.260869565,0.010869565,0.02173913,0.47826087,0.163043478,0.163043478,0.217391304,0.032608696,0.032608696,0.565217391,0.010869565,0.510869565,0.391304348,0.630434783,0.141304348,0.27173913,0.380434783,0.097826087,12.22826087,0.054347826,0.054347826,3065,92,0.484648631,0.958333333,0.696969697,1,31.683,11.64808302,10.18868218,-78.47255303,423.3369565,51.35869565,0,0,0,0,0,0,0,0,0,0,0,0
18963,43,0.064220183,0.122324159,0.400611621,0.051987768,0.018348624,0.027522936,0.4617737,1.287461774,0.051987768,0.296636086,0.079510703,0.018348624,0.348623853,0.382262997,0.027522936,0.318042813,0.039755352,0.036697248,0.44648318,0.006116208,0.501529052,0.452599388,1.321100917,0.250764526,0.287461774,0.724770642,0.131498471,16.89296636,0.067278287,0.19266055,3138,327,0.618588791,0.923728814,0.743181818,1,68.833,23.52669109,18.48527179,50.20358428,605.17737,50.06422018,0.586206897,4,39,40,46,55,0,0,0,0,0,0
18963,44,0.098837209,0.180232558,0.162790698,0.046511628,0.040697674,0.034883721,0.476744186,1.587209302,0.058139535,0.360465116,0.011627907,0.005813953,0.63372093,0.523255814,0.052325581,0.313953488,0.029069767,0.052325581,0.372093023,0.01744186,0.593023256,0.430232558,2.220930233,0.302325581,0.511627907,0.540697674,0.087209302,13.43023256,0.098837209,0.174418605,3211,172,0.588116617,0.924731183,0.671875,1,47.57,16.85491269,13.63185123,-36.53169835,671.4011628,51.77906977,0.474576271,2,37,52,0,0,0,0,0,0,0,0
18963,45,0.080745342,0.111801242,0.329192547,0.043478261,0.049689441,0.037267081,0.534161491,1.173913043,0.049689441,0.409937888,0.049689441,0.01242236,0.316770186,0.254658385,0.031055901,0.285714286,0.043478261,0.055900621,0.534161491,0.00621118,0.48447205,0.434782609,1.236024845,0.248447205,0.310559006,0.583850932,0.105590062,18.7826087,0.086956522,0.149068323,3284,161,0.434148578,0.958333333,0.715555556,1,43.766,15.17477617,13.67006479,35.17385533,347.0869565,53.54658385,0,0,0,0,0,0,0,0,0,0,0,0
18963,46,0.057692308,0.096153846,0.596153846,0.019230769,0,0.057692308,0.423076923,1.634615385,0.038461538,0.096153846,0.057692308,0.038461538,0.480769231,0.269230769,0.019230769,0.326923077,0.038461538,0.096153846,0.653846154,0.019230769,0.461538462,0.730769231,1.461538462,0.326923077,0.307692308,0.557692308,0.115384615,21.86538462,0.019230769,0.115384615,3357,52,0.670272038,0.945454545,0.722222222,1,23.975,9.657441599,7.166936966,-23.53005551,592.3076923,55.38461538,0.8,2,39,43,0,0,0,0,0,0,0,0
18963,47,0.065420561,0.130841121,0.271028037,0.009345794,0.018691589,0.028037383,0.364485981,1.046728972,0.018691589,0.130841121,0.009345794,0.028037383,0.672897196,0.242990654,0.028037383,0.168224299,0.028037383,0.065420561,0.523364486,0.018691589,0.252336449,0.317757009,0.289719626,0.112149533,0.439252336,0.364485981,0.065420561,13.56074766,0.093457944,0.056074766,3430,107,0.779034721,0.938596491,0.636904762,1,36.455,15.00013711,9.404797732,38.32192318,482.2616822,57.40186916,0.340425532,1,49,0,0,0,0,0,0,0,0,0
18963,48,0.07,0.04,0.33,0.06,0.06,0.02,0.44,1.14,0.07,0.3,0.05,0,0.51,0.29,0.11,0.26,0.05,0.02,0.43,0,0.37,0.5,1.81,0.13,0.16,0.52,0.13,22.95,0.09,0.29,3503,100,0.779760988,0.793650794,0.555555556,1,42.153,15.34330018,9.60609215,-46.48650007,631.43,57.03,0.62745098,2,40,51,0,0,0,0,0,0,0,0
18963,49,0.105769231,0.115384615,0.144230769,0.028846154,0.028846154,0.038461538,0.413461538,0.980769231,0.028846154,0.336538462,0.048076923,0.019230769,0.346153846,0.163461538,0.048076923,0.096153846,0.009615385,0.076923077,0.884615385,0,0.480769231,0.461538462,0.451923077,0.153846154,0.451923077,0.5,0.086538462,12.91346154,0.086538462,0.057692308,3576,104,0.805034759,0.95412844,0.675324675,1,35.785,15.07769888,8.944507772,29.46247798,471.7115385,57.09615385,0.347826087,1,47,0,0,0,0,0,0,0,0,0
18963,50,0.086705202,0.104046243,0.352601156,0.040462428,0.034682081,0.057803468,0.49132948,0.930635838,0.057803468,0.369942197,0.028901734,0.028901734,0.456647399,0.25433526,0.063583815,0.161849711,0.098265896,0.052023121,0.549132948,0.005780347,0.445086705,0.387283237,0.61849711,0.208092486,0.323699422,0.664739884,0.121387283,14.24855491,0.12716763,0.10982659,3649,173,0.548399284,0.950549451,0.726890756,1,45.817,16.34464245,13.66766156,-17.77220714,514.4797688,55.57225434,0,0,0,0,0,0,0,0,0,0,0,0
18963,51,0.070175439,0.157894737,0.385964912,0.070175439,0.01754386,0.105263158,0.754385965,1.614035088,0,0.421052632,0.052631579,0,0.385964912,0.280701754,0.035087719,0.228070175,0.070175439,0.052631579,0.456140351,0,0.614035088,0.403508772,2.052631579,0.157894737,0.210526316,0.789473684,0.140350877,27.96491228,0.052631579,0.385964912,3722,57,0.262179272,0.919354839,0.703703704,1,24.918,8.847407662,8.537918141,-19.37904283,625,59.26315789,0.8125,2,40,48,0,0,0,0,0,0,0,0
