ImageId,CellId,Cell_141Pr_AQP4,Cell_143Nd_SQSTM1,Cell_145Nd_UBQLN2,Cell_147Sm_Glutaminase,Cell_149Sm_C9orf72,Cell_150Nd_PDL1,Cell_151Eu_MAP2,Cell_152Sm_ATXN2,Cell_153Eu_ORF1,Cell_154Sm_pTDP43,Cell_155Gd_FoxP3,Cell_156Gd_CH24H,Cell_158Gd_GFAP,Cell_159Tb_IL6ST,Cell_160Gd_IBA1,Cell_161Dy_CX3CR1,Cell_162Dy_pTBK1,Cell_163Dy_CD4,Cell_164Dy_TMEM119,Cell_165Ho_PD1,Cell_166Er_GAD67,Cell_167Er_CD8,Cell_168Er_FUS,Cell_169Tm_ChAT,Cell_170Er_APOE,Cell_171Yb_TREM2,Cell_172Yb_PDL2,Cell_174Yb_MHCclassII,Cell_175Lu_TDP43,Cell_176Yb_TBK1,Cell_CellMasked,Area,Eccentricity,Solidity,Extent,EulerNumber,Perimeter,MajorAxisLength,MinorAxisLength,Orientation,X_position,Y_position,Percent_Touching,Number_Neighbors,neighbour_4_CellId1,neighbour_4_CellId2,neighbour_4_CellId3,neighbour_4_CellId4,neighbour_4_CellId5,neighbour_4_CellId6,neighbour_4_CellId7,neighbour_4_CellId8,neighbour_4_CellId9,neighbour_4_CellId10,neighbour_4_CellId11,neighbour_4_CellId12,neighbour_4_CellId13,neighbour_4_CellId14,neighbour_4_CellId15
65535,48293,0.113636364,0.068181818,0.454545455,0.25,0.045454545,0.045454545,7.863636364,2.886363636,0.045454545,0.431818182,0.045454545,0.090909091,10.88636364,0.386363636,0.272727273,0.568181818,0.068181818,0.045454545,1.318181818,0,0.522727273,0.727272727,8.840909091,0.568181818,1.068181818,1.068181818,0.181818182,21.29545455,0.386363636,0.25,48293,523,0.616465323,0.956521739,0.785714286,12,21.8,8.594449143,6.767115052,34.61931137,786.8181818,1359.863636,12,83,47734,47877,47889,48186,48578,48958,49540,0,0,0,0,0,0,0,0
65535,48305,0.085714286,0.428571429,0.457142857,0.2,0.142857143,0.114285714,2.8,1.942857143,0.057142857,0.2,0.057142857,0.114285714,2.771428571,0.571428571,0.114285714,0.971428571,0.114285714,0.085714286,0.657142857,0.028571429,0.542857143,0.6,14.65714286,0.342857143,0.2,0.628571429,0.228571429,20.17142857,0.314285714,0.285714286,48305,416,0.759001716,0.921052632,0.714285714,12,19.658,8.526706256,5.551641432,50.30104701,945.3428571,1358.085714,0.958333333,48,47532,48138,48198,49445,0,0,0,0,0,0,0,0,0,0,0
65535,48316,0.047169811,0.150943396,0.29245283,0.245283019,0.066037736,0.075471698,5.056603774,2.537735849,0.094339623,0.245283019,0.047169811,0.056603774,2.160377358,0.452830189,0.179245283,0.537735849,0.075471698,0.056603774,0.773584906,0,0.849056604,0.41509434,11.75471698,0.594339623,0.632075472,0.79245283,0.198113208,18.23584906,0.283018868,0.254716981,48316,1260,0.833761206,0.868852459,0.582417582,12,41.756,16.57157582,9.149584846,45.36841656,1055.216981,1359.839623,0.384615385,48,47306,47461,48994,49635,0,0,0,0,0,0,0,0,0,0,0
65535,48352,0.113636364,0.102272727,0.329545455,0.090909091,0.056818182,0.034090909,3.670454545,2.386363636,0.102272727,0.318181818,0.056818182,0.056818182,2.511363636,0.409090909,0.215909091,0.534090909,0.068181818,0.045454545,0.954545455,0.022727273,0.681818182,0.670454545,17.28409091,0.693181818,0.420454545,0.556818182,0.102272727,21.625,0.306818182,0.170454545,48352,1046,0.72588691,0.897959184,0.666666667,12,37.373,13.09036478,9.003737067,48.55762952,621.3522727,1358.431818,0.534883721,36,47710,48447,49029,0,0,0,0,0,0,0,0,0,0,0,0
65535,48364,0.128205128,0.051282051,0.41025641,0.307692308,0.153846154,0.051282051,3.358974359,2.461538462,0.128205128,0.358974359,0.179487179,0,3.692307692,0.743589744,0.076923077,0.897435897,0.102564103,0.076923077,0.871794872,0,0.615384615,0.615384615,2.692307692,0.666666667,0.102564103,1.051282051,0.102564103,20.51282051,0.256410256,0.282051282,48364,463,0.563369759,0.866666667,0.609375,12,23.504,8.131179036,6.718019852,-6.607102882,703.6153846,1360.589744,0.615384615,24,47984,48685,0,0,0,0,0,0,0,0,0,0,0,0,0
65535,48376,0.111111111,0.044444444,0.422222222,0.244444444,0.022222222,0.066666667,6.088888889,2.8,0.111111111,0.288888889,0.044444444,0.066666667,1.111111111,0.688888889,0.133333333,0.8,0.022222222,0.044444444,1.066666667,0,0.488888889,0.4,11.66666667,0.755555556,0.222222222,1.088888889,0.244444444,24.55555556,0.377777778,0.333333333,48376,535,0.926774231,0.703125,0.46875,12,39.35,14.5256152,5.456094964,21.42755321,743.3111111,1361.666667,0.571428571,36,48863,49053,49362,0,0,0,0,0,0,0,0,0,0,0,0
65535,48400,0.03030303,0.212121212,0.348484848,0.227272727,0.212121212,0.075757576,1.863636364,2.151515152,0,0.227272727,0.075757576,0.015151515,1.545454545,0.333333333,0.166666667,0.666666667,0.060606061,0.060606061,0.909090909,0.03030303,0.621212121,0.439393939,11.40909091,0.560606061,0.166666667,0.893939394,0.196969697,16.48484848,0.348484848,0.196969697,48400,784,0.896630672,0.795180723,0.589285714,12,35.504,14.55530284,6.444785648,-18.16557961,1133.242424,1360.242424,0.87804878,59,47924,48625,48899,49018,49148,0,0,0,0,0,0,0,0,0,0
65535,48423,0,0.148148148,0.481481481,0.111111111,0.148148148,0.148148148,2.851851852,2.037037037,0.111111111,0.518518519,0.037037037,0.037037037,2.296296296,0.481481481,0.222222222,0.333333333,0.148148148,0.111111111,1.518518519,0,0.296296296,0.444444444,1.37037037,0.407407407,0.333333333,0.925925926,0.259259259,18.74074074,0.259259259,0.074074074,48423,321,0.809773707,0.931034483,0.771428571,12,16.474,7.832547312,4.595686935,19.11021603,6524,1361.888889,0.9,24,48839,49338,0,0,0,0,0,0,0,0,0,0,0,0,0
65535,48435,0.195121951,0.195121951,0.682926829,0.317073171,0.097560976,0.097560976,3.365853659,2.609756098,0.170731707,0.195121951,0,0,2.268292683,0.414634146,0.146341463,0.829268293,0.146341463,0.024390244,0.926829268,0,0.658536585,0.658536585,7.853658537,0.609756098,0.292682927,0.707317073,0.195121951,25.48780488,0.12195122,0.146341463,48435,487,0.899981272,0.854166667,0.5125,12,25.1,11.5904845,5.052623226,40.08427152,563.3414634,1363.097561,0.419354839,12,48055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65535,48507,0.12371134,0.237113402,0.391752577,0.18556701,0.113402062,0.06185567,3.948453608,3.030927835,0.103092784,0.278350515,0.020618557,0.072164948,6.18556701,0.494845361,0.082474227,0.907216495,0.144329897,0.082474227,1.06185567,0.030927835,0.567010309,0.731958763,29.44329897,0.742268041,0.195876289,0.845360825,0.226804124,26.5257732,0.319587629,0.340206186,48507,1153,0.67782289,0.889908257,0.678321678,12,37.191,13.25002074,9.741749466,74.04993201,591.4742268,1361.917526,0.622222222,48,47615,47805,48174,49350,0,0,0,0,0,0,0,0,0,0,0
65535,48518,0.137614679,0.174311927,0.422018349,0.174311927,0.174311927,0.036697248,5.119266055,2.568807339,0.100917431,0.201834862,0.027522936,0.082568807,1.412844037,0.330275229,0.137614679,0.431192661,0.064220183,0.064220183,0.935779817,0,0.577981651,0.678899083,14.53211009,0.568807339,0.440366972,0.80733945,0.155963303,16.50458716,0.28440367,0.23853211,48518,1295,0.886336173,0.746575342,0.534313725,12,51.581,18.69498317,8.656568351,-32.95792182,818.7522936,1364.697248,0.706896552,48,48590,48875,49398,49612,0,0,0,0,0,0,0,0,0,0,0
65535,48530,0.116666667,0.194444444,0.261111111,0.2,0.105555556,0.044444444,4.227777778,2.172222222,0.066666667,0.4,0.033333333,0.011111111,3.427777778,0.483333333,0.45,0.644444444,0.083333333,0.066666667,1.227777778,0.016666667,0.766666667,0.633333333,19.68333333,0.611111111,0.394444444,0.888888889,0.111111111,18.48333333,0.333333333,0.222222222,48530,2139,0.808124102,0.789473684,0.5625,12,61.373,20.80213492,12.25271237,-64.97258613,1004.183333,1358.766667,0.884615385,71,47295,47354,47544,47912,47996,48780,0,0,0,0,0,0,0,0,0
65535,48542,0.08,0.24,0.16,0.12,0.08,0.16,2.2,2.08,0.04,0.24,0.12,0.04,1.76,0.28,0,0.6,0.08,0.04,1.04,0.04,0.76,0.52,20.56,0.48,0.36,0.92,0.2,19.68,0.12,0.24,48542,297,0.422135097,0.892857143,0.694444444,12,15.738,6.107078402,5.536267701,26.25607205,1249.44,1361.92,12,48,47853,47936,48732,49267,0,0,0,0,0,0,0,0,0,0,0
65535,48554,0.169811321,0.377358491,0.509433962,0.169811321,0.075471698,0.113207547,3.735849057,2.226415094,0.150943396,0.358490566,0.018867925,0.056603774,5.226415094,0.698113208,0.245283019,0.79245283,0.113207547,0.094339623,1.339622642,0.056603774,0.660377358,0.547169811,5.924528302,0.603773585,0.358490566,1.245283019,0.150943396,19.56603774,0.339622642,0.339622642,48554,630,0.721895899,0.883333333,0.602272727,12,26.051,10.14280236,7.018836167,-87.03628099,634.490566,1362.339623,0.8125,48,48447,48459,48946,49517,0,0,0,0,0,0,0,0,0,0,0
65535,48566,0.121212121,0.151515152,0.363636364,0.181818182,0.121212121,0.121212121,2.606060606,2.212121212,0.03030303,0.333333333,0,0.060606061,1.848484848,0.878787879,0.121212121,0.606060606,0.060606061,0.181818182,1.636363636,0.03030303,0.848484848,0.757575758,13.87878788,0.484848485,0.181818182,0.818181818,0.151515152,20.18181818,0.424242424,0.242424242,48566,392,0.54895856,0.825,0.673469388,12,20.973,7.575854578,6.332274774,71.57478542,690.8787879,1363.575758,0.913043478,36,48673,49125,49588,0,0,0,0,0,0,0,0,0,0,0,0
65535,48578,0.066666667,0.111111111,0.711111111,0.177777778,0.111111111,0.066666667,3.911111111,2.755555556,0.022222222,0.422222222,0,0.044444444,3.244444444,0.4,0.044444444,0.577777778,0.088888889,0.2,1.066666667,0.022222222,0.711111111,0.8,26.17777778,0.955555556,0.466666667,0.844444444,0.244444444,23.42222222,0.333333333,0.222222222,48578,535,0.66257645,0.9375,0.714285714,12,22.379,9.014860153,6.752078793,78.72227809,792.7555556,1361.977778,0.928571429,59,47734,47889,48067,48293,49540,0,0,0,0,0,0,0,0,0,0
65535,48590,0.132075472,0.094339623,0.283018868,0.226415094,0.132075472,0.018867925,2.622641509,2.301886792,0.094339623,0.245283019,0.056603774,0.018867925,2.962264151,0.396226415,0.150943396,0.641509434,0.056603774,0.056603774,0.830188679,0,0.79245283,0.622641509,19.52830189,0.735849057,0.320754717,0.622641509,0.056603774,22.62264151,0.320754717,0.20754717,48590,630,0.757145571,0.841269841,0.535353535,12,28.557,11.00327317,7.18784627,-33.43651459,826.0566038,1362.09434,0.787878788,24,48518,48875,0,0,0,0,0,0,0,0,0,0,0,0,0
65535,48602,0.125,0.225,0.2,0.25,0.05,0.075,2.55,2.3,0.025,0.3,0.05,0.05,3.075,0.325,0.3,0.8,0.175,0.025,0.825,0,0.525,0.625,21.375,0.625,0.375,0.55,0.275,18.825,0.325,0.325,48602,475,0.736423131,0.8,0.5,12,27.077,9.450076648,6.393177459,-61.73511513,980.5,1361.925,0.535714286,24,47342,47901,0,0,0,0,0,0,0,0,0,0,0,0,0
65535,48637,0.074074074,0.148148148,0.259259259,0.444444444,0,0.037037037,3.296296296,2.222222222,0.074074074,0.148148148,0,0.074074074,3.555555556,0.407407407,0,0.444444444,0,0.037037037,1.037037037,0.037037037,0.37037037,0.407407407,8.481481481,0.518518519,0.37037037,0.444444444,0.111111111,19.96296296,0.296296296,0.222222222,48637,321,0.81084555,0.84375,0.675,12,19.195,8.184530859,4.790080116,-6.450225398,1155.074074,1362.851852,12,36,48150,48720,49160,0,0,0,0,0,0,0,0,0,0,0,0
65535,48649,0.081632653,0.12244898,0.397959184,0.214285714,0.142857143,0.091836735,3.142857143,2.908163265,0.12244898,0.275510204,0.091836735,0.030612245,4.887755102,0.43877551,0.204081633,0.806122449,0.091836735,0.102040816,0.93877551,0.020408163,0.43877551,0.581632653,12.80612245,0.612244898,0.214285714,0.632653061,0.183673469,24.91836735,0.306122449,0.224489796,48649,1165,0.732130785,0.796747967,0.579881657,12,42.145,14.46432858,9.852581169,54.39054775,1213.867347,1361.295918,0.78,48,47841,49077,49172,49255,0,0,0,0,0,0,0,0,0,0,0
65535,48661,0.073529412,0.147058824,0.161764706,0.029411765,0.102941176,0.029411765,2.25,2.75,0.161764706,0.279411765,0,0.117647059,11.32352941,0.426470588,0.147058824,0.588235294,0.058823529,0.117647059,1.029411765,0,0.794117647,0.529411765,13.19117647,0.441176471,0.455882353,0.823529412,0.220588235,18.41176471,0.323529412,0.264705882,48661,808,0.821948735,0.68,0.453333333,12,51.995,14.27273068,8.129197578,76.90043497,492.7352941,1364.382353,0.24,24,49671,49861,0,0,0,0,0,0,0,0,0,0,0,0,0
65535,48685,0.129411765,0.094117647,0.541176471,0.223529412,0.094117647,0.035294118,5.035294118,3.223529412,0.070588235,0.505882353,0.070588235,0.023529412,2.317647059,0.505882353,0.129411765,0.635294118,0.070588235,0.082352941,0.964705882,0,0.835294118,0.741176471,14.18823529,0.835294118,0.388235294,0.764705882,0.152941176,24.87058824,0.317647059,0.247058824,48685,1010,0.297594867,0.833333333,0.643939394,12,36.91,11.06819816,10.56672302,38.66836557,710.4823529,1365.588235,12,71,47984,48364,48483,49220,49719,49885,0,0,0,0,0,0,0,0,0
